Company_Brand,Founded,HeadQuarter,Sector,What_it_does,Founders,Investor,Amount,Stage,Year
CanPe,2019.0,Bangalore,Technology And Software,"Digital-first debt collections platform that is driven by compassion, and powered by AI.",Arindam Choudhury,Axilor Ventures,4000000.0,Seed,2021
Green Soul,2016.0,Ambernath,Consumer Goods And Services,Green Soul is No.1 brand on Amazon India in Ergonomic chairs category in terms of customer reviews.,Ravi Khushwani,velocity.in,200000.0,Series E,2021
Shiprocket,2012.0,New Delhi,Transport,India's #1 eCommerce Logistics and Shipping Solution Empowering over 1 Lakh Indian eCommerce Sellers.,"Saahil Goel, Akshay Ghulati","March Capital, Tribe Capital",41000000.0,Series D1,2021
DealShare,2018.0,Bangalore,E-Commerce And Retail,The next generation disruptive (social) e-commerce product for the masses.,"Rajat Shikhar, Vineet Rao, Sourjyendu Medda",Tiger Global,144000000.0,Series G,2021
Teachmint,2020.0,Bangalore,Education And Learning,Teachmint is an all-in-one education technology platform created specifically for the tutors of the digital age.,"Mihir Gupta, Payoj Jain, Divyansh Bordia, Anshuman Kumar",Learn Capital,20000000.0,Series I,2021
Vahak,2017.0,Bangalore,Transport,Building India's Largest & Most Trusted Online Transport Marketplace & Directory,"Vikas Chandrawat, Karan Shaha",RTP Global,5000000.0,Series F,2021
goSTOPS,2014.0,New Delhi,Consumer Goods And Services,goSTOPS aims to be India’s biggest and most loved backpacker hostel brand.,"Pallavi Agarwal, Pankaj Parwanda","IAN, Yuj Ventures",1000000.0,Series E,2021
Codedamn,2020.0,New Delhi,Technology And Software,Codedamn enables anyone to learn and practice real-world programming skills and become industry relevant through our learning paths.,Mehul Mohan,Antler India,4000000.0,Series B,2021
Biocraft Innovation Technology,2019.0,Noida,Energy And Environment,Innovation startup developing bamboo resources of India to be used in industrial use by developing injection moulding granules,"Vibha Mittal, Anubhav Mittal",JITO Angel Network,4000000.0,Bridge,2021
Powerplay,2020.0,Bangalore,Construction And Home Services,Powerplay helps simplify end to end Construction and Architecture project management.,"Shubham Goyal, Lesh Dixit","Sequoia’s Surge, Accel Partners",5200000.0,Bridge,2021
Accio Robotics,2020.0,Bangalore,Technology Solutions For Industry,Accio Robotics is involved in the designing and manufacturing of state-of-the-art Robotics Automation solutions.,"Tuhin Sharma, Pranav Srinivasan",Uday Sodhi,4000000.0,Series G,2021
Delhivery,2011.0,Gurugram,Transport,"Delhivery is a supply chain services company that provides transportation, warehousing, freight, and order fulfillment services.","Bhavesh Manglani, Kapil Bharati, Mohit Tandon, Sahil Barua, Suraj Saharan","Fidelity, GIC",270000000.0,Series H,2021
Avishkaar,2014.0,New Delhi,Education And Learning,India's leading Ed-Tech startup spearheading the Maker Revolution in the sub-continent,"Rajeev Gaba, Tarun Bhalla",Auxano,600000.0,Private Equity,2021
Jobsgaar,2020.0,New Delhi,Human Resources And Consultancy,India's first District level/ Hyper Local Job discovery platform,Atul Pratap Singh,SucSEED Indovation Fund,140000.0,Seed,2021
Almo,2020.0,Gurugram,E-Commerce And Retail,Almo is a Premium Men's essentianls wear brand focused on bringing sophisticated yet functional designs to wardrobe.,Abhishek Shah,Angelist India,4000000.0,Seed,2021
Breathe Well-being,2015.0,New Delhi,Healthcare And Health Technology,Breathe Wellbeing is an interactive and personalized platform that helps organization increase employee engagement and productivity.,"Aditya Kaicker, Rohan Verma","Stanford Angels and Entrepreneurs India, Anjali Bansal",1000000.0,Pre-Seed,2021
GalaxEye,2020.0,Chennai,Technology And Software,GalaxEye enables businesses to make better Decisions & perform operations efficiently via Space Technology.,Saurabh Saxena,Speciale Invest,4000000.0,Series B+,2021
Good Health Clinic,2021.0,Hyderabad,Healthcare And Health Technology,Full Stack Digital Health Clinic,Samarth Sindhi,Khosla Ventures,5000000.0,Fresh Funding,2021
Urban Company,2014.0,New Delhi,Construction And Home Services,Urban Company is an India-based company providing a marketplace for freelance labor.,"Abhiraj Singh Bhal, Raghav Chandra, Varun Khaitan","Vy Capital, Wellington Management",250000000.0,Series F,2021
MYBYK,2014.0,Ahmedabad,Real Estate And Housing,MYBYK is an app that provides premium bicycle sharing and rental service.,Arjit Soni,Avon Cycles,1000000.0,Series D,2021
Locus,2015.0,Bangalore,Transport,Locus is an intelligent decision-making and automation platform for logistics.,"Geet Garg, Nishith Rastogi","Blume Ventures, Exfinity Venture Partners",50000000.0,Series C,2021
Crejo.Fun,2020.0,Bangalore,Education And Learning,Crejo.Fun is a digital extracurricular learning platform being built with an intent to help children discover their passions and interests through creative learning.,Vikas Bansal,"Matrix Partners India, 021 Capital",3000000.0,Seed,2021
Bambinos,2020.0,Bangalore,Education And Learning,Cohort based extracurricular course for kids,"Ashish Gupta, Ankit Hetamsaria","HNIs, Angels",500000.0,Seed,2021
KreditBee,2018.0,Bangalore,Finance,KreditBee is a digital lending platform developed to assist young professionals with their personal finances.,"Karthikeyan Krishnaswamy, Madhusudan Ekambaram, Wan Hong","NewQuest Capital Partners, Motilal Oswal Private Equity",8000000.0,Early Seed,2021
Spardha,2016.0,Pune,Education And Learning,"Spardha School Of Music, Spardha Academy, Spardha Online are associated marks with Spardha Learnings Private Limited.","Saurabh Srivastav, Amrita Srivastav",Inflection Point Ventures,400000.0,Series E,2021
Onelife Nutriscience,2019.0,Mumbai,Healthcare And Health Technology,Onelife Nutriscience is a consumer healthcare brands company.,Gaurav Aggarwal,Lasons India,4000000.0,Seed Funding,2021
Flatheads,2019.0,Bangalore,Fashion And Apparel,Flatheads is a lifestyle brand that designs and creates shoes from India for the world. Flatheads launched India's first bamboo footwear.,Kajal Ilmi,"Pankaj Chaddah, Srivatsan Rajan",4000000.0,Series A,2021
Fable Fintech,2015.0,Mumbai,Finance,"Fable Fintech is being seed-funded by the CCAvenue Group, South East Asia’s number 1 eCommerce service provider",Naushad Contractor,Paytm,4000000.0,Series A,2021
Holisol,2009.0,New Delhi,Transport,HoliSol Logistics Is a Supply Chain Operations Company!,"Manish Ahuja, Naveen Rawat, Rahul Dogar","BlackSoil, CLSA Capital Partners",3000000.0,Early Seed,2021
Now&Me,2018.0,New Delhi,Healthcare And Health Technology,"Now&Me is a safe cocoon in the form of discussion forums, for you to let out your most intimate thoughts.","Bani Singh, Drishti Gupta","Saama, Whiteboard Capital",1000000.0,Bridge,2021
Fyllo,2019.0,Bangalore,Agriculture And Technology,Fyllo brings farms on palms by installing on field devices and actions on top of this data.,"Sudhanshu Rai, Sumit Sheoran","Indian Angel Network, Titan Capital, Lead Angels",400000.0,Seed,2021
Cora Health,2020.0,Bangalore,Healthcare And Health Technology,Social Commerce Marketplace for health and wellness. Help people discover products suited to their health needs.,"Shrijit Venkatesh, Snigdha Kumar",Titan Capital,4000000.0,Series B,2021
Blaer Motors,2014.0,Chennai,Technology And Software,Meant to augment human power and not completely replace it,Abinesh Ekambaram,The Chennai Angels,300000.0,Series B+,2021
Swiflearn,2019.0,Gurugram,Education And Learning,Swiflearn provides online tuition classes to small batches to ensure personalised learning.,"Ashish Singhal, Govind Soni, Vimal Sagar Tiwari","Venture Highway, Stellaris Venture Partners",3000000.0,Pre-Seed,2021
Cashfree,2015.0,Bangalore,Finance,Cashfree is a payments and banking technology company that enables businesses in India to collect payments online and make payouts.,"Akash Sinha, Reeju Datta","State Bank of India, Y Combinator",4000000.0,Bridge,2021
QuickSell,2017.0,Mumbai,E-Commerce And Retail,B2B Mobile Commerce Platform,Deepak Bhagchandani,"Sanjay Baldwa, Ajay Jain",2000000.0,Pre-Seed,2021
Truemeds,2019.0,Mumbai,Healthcare And Health Technology,Truemeds is a health-tech startup.,"Akshat Nayyar, Kunal Wani",InfoEdge,5000000.0,Series A,2021
Candes,2015.0,New Delhi,E-Commerce And Retail,Candes is a home appliances company providing a complete range of home & kitchen electrical appliances at affordable prices.,"Sandeep Aggarwal, Vipin Aggarwal","Nitin Passi, Ruchirans Jaipuria",3000000.0,Private Equity,2021
MediBuddy,2000.0,Bangalore,Healthcare And Health Technology,"MediBuddy is a digital healthcare platform for inpatient hospitalization, outpatient services, and corporate wellness benefits.",Nitish Mittersain,"Stride Ventures, InnoVen Capital",3000000.0,Series A+,2021
F5,2018.0,New Delhi,Consumer Goods And Services,F5 is a foods and beverages company.,"Lalit Aggarwal, Raghav Arora","Venture Catalysts, Jeevak Gupta",300000.0,Fresh Funding,2021
Capital Float,2013.0,Bangalore,Finance,Capital Float is an online platform that provides working capital finance to SMEs in India.,"Gaurav Hinduja, Sashank Rishyasringa","Triodos Investment Management, SAIF Partners",6000000.0,Series B,2021
IntelleWings,2019.0,Panchkula,Technology And Software,"IntelleWings develops Sanctions & Anti-money laundering solutions with a clear, concise, and fresh perspective.",Pramod Sharma,Sixth Sense Ventures,100000.0,Seed,2021
Shyplite,2016.0,New Delhi,Transport,Enable E-retailers to automate their logistics and increase efficiency in shipments by providing a single window shipping platform,"Nisschal Jain,  Sugam Jain, Parinay Itkan",N+1 Capital,1000000.0,Series A,2021
Refyne,2020.0,Bangalore,Finance,Refyne partners with organisations to extend on-demand Earned Wage Access (EWA) to employees.,"Chitresh Sharma, Apoorv Kumar","DST Global, RTP Global",20000000.0,Series A,2021
Greenjoules,2018.0,Pune,Energy And Environment,Greenjoules is a green energy technology startup that specializes in making renewable biofuels.,"R. Sethunath, V S Shridhar, V. Radhika, Viraraghavan Sankaran",Blue Ashva Capital,4500000.0,Series A,2021
MentorKart,2018.0,New Delhi,Human Resources And Consultancy,MentorKart™ helps to fulfil dreams and take that big step towards success.,"Ashish Khare, SK Mohanty","Amit Singal, Manish Aggarwal",150000.0,Seed,2021
Leverage Edu,2017.0,New Delhi,Education And Learning,AI-enabled marketplace designed to help students with their higher education and career growth plans,Akshay Chaturvedi,"Trifecta Capital Advisors, Blume Ventures",2000000.0,Debt Financing,2021
Kale Logistics,2010.0,Thane,Transport,Kale Logistics Solutions is a global IT solutions provider focused on providing cutting-edge technology solutions to the Logistics industry.,"Amar More, Vipul Jain",Inflexor Ventures,5000000.0,Series A,2021
CustomerGlu,2016.0,Bangalore,Technology And Software,CustomerGlu is a Low code Interactive Engagement platform to improve user stickiness.,"Prateek Gupta, Raman Shrivastava, Sumant US","Kumar Aakash, Amit Singhal",320000.0,Series F,2021
Cell Propulsion,2016.0,Bangalore,Energy And Environment,Cell Propulsion is a fleet electrification company developing solutions for large scale electrification of commercial vehicle fleets.,"Nakul Kukar, Paras Kaushal",growX ventures,2000000.0,Series I,2021
Wellbeing Nutrition,2019.0,Mumbai,Healthcare And Health Technology,Organic whole food nutrition to keep up with the pace at which we live,Avnish Chhabria,Klub,4000000.0,Early Seed,2021
Pee Safe,2013.0,Gurugram,Healthcare And Health Technology,Redcliffe Hygiene Private Limited is India's fastest growing hygiene company.,"Dheeraj Jain, Srijana Bagaria, Vikas Bagaria","Shaival Desai, Alkemi Venture Partners",3000000.0,Series H,2021
Chqbook,2017.0,New Delhi,Finance,"Chqbook is a fintech startup that allows customers to explore, compare, book and get personal finance products.","Mohit Goel, Rajat Kumar, Sachin Arora, Vipul Sharma","Aavishkaar Venture Capital, YWC Venture Capital",1000000.0,Seed Funding,2021
SimpliContract,2020.0,Bangalore,Technology And Software,"SimpliContract is an Enterprise SaaS offering, focused on end to end Contract Life-cycle Management.","Guru Venkatesan, Jinaraj PG, Makesh Kumar",Kalaari Capital,1800000.0,Seed,2021
Dropshop,2019.0,Bangalore,Transport,Building technology to make distribution efficient and cheaper for large and small FMCG companies,"Sai Srinivas Kiran G, Shubham Malhotra",Inflection Point Ventures,1000000.0,Private Equity,2021
Jumbotail,2015.0,Bangalore,E-Commerce And Retail,Jumbotail is an operator of an online marketplace that simplifies food and grocery shopping.,"Ashish Jhina, Karthik Venkateswaran",Alteria Capital,4000000.0,Bridge,2021
BYJU'S,2011.0,Bangalore,Education And Learning,BYJU'S is an educational technology company that develops personalized learning programs for K-12 students.,"Byju Raveendran, Divya Gokulnath","Tiga Investments, Baron Capital",350000000.0,Series A,2021
Power Gummies,2018.0,New Delhi,Technology And Software,Power Gummies are a team of passionate givers who are dedicated to catering nutritional supplements,Divij Bajaj,"Venture Catalysts, 9unicorns",1000000.0,Private Equity,2021
Convosight,2019.0,New Delhi,Technology And Software,A mission - to help community builders become community entrepreneurs.,Tarun Dhamija,Qualgro,9000000.0,Series A,2021
Junio,2020.0,New Delhi,Finance,Junio is a kids-focused digital pocket money-smart card.,Ankit Gera,"Amit Lakhotia, Pravin Jadhav",600000.0,Seed,2021
Wherehouse.io,2020.0,New Delhi,Transport,"Wherehouse.io is a supply chain intelligence company, helping brands to move closer to their customers enabling faster and better deliveries and accelerating business growth.","Vaibhav Chawla, Jeevan Prakash, Lavelesh Sharma",Better Capital,4000000.0,Seed,2021
Flexmoney,2015.0,Mumbai,Finance,"Flexmoney’s mission is to address the enormous digital credit market opportunity created by the disruption from e-commerce, EMI and BNPL checkout finance",Yezdi Lashkari,Pravega Ventures,4800000.0,Series A,2021
Fampay,2019.0,Bangalore,Finance,India's first numberless card and UPI without a bank account,"Kush Taneja, Sambhav Jain","Greenoaks Capital, Elevation Capital",38000000.0,Series A,2021
Apna,2019.0,Bangalore,Human Resources And Consultancy,India's Professional App - Apna is dedicated to solving the problem of unemployment at the grassroot level,Nirmit Parikh,"Sequoia Capital India, rocketship.vc",70000000.0,Series B,2021
XYXX Apparels,2017.0,Surat,Fashion And Apparel,"XYXX Apparels,which runs an eponymous innerwear brand",Yogesh Kabra,SucSEED Indovation Fund,4000000.0,Series A,2021
WaterScience,2014.0,Bangalore,E-Commerce And Retail,The aim of making good water affordable and accessible.,Sudeep N,SucSEED Indovation Fund,4000000.0,Seed Round,2021
BrowserStack,2011.0,Mumbai,Technology And Software,BrowserStack is a leading software testing platform powering over two million tests every day across 15 global data centres.,"Nakul Aggarwal, Ritesh Arora",Accel,200000000.0,Series B,2021
Vital,2018.0,New Delhi,Finance,"An affordable, digital health plan built around to cover both big and small expenses",Rahul Kumar,BLinC Invest,3000000.0,Series F,2021
Juicy chemistry,2014.0,Coimbatore,Healthcare And Health Technology,Juicy Chemistry operates as an eponymous consumer brand.,"Megha, Pritesh Asher",Spring Marketing Capital,4000000.0,Series E,2021
Samaaro,2020.0,Bangalore,Technology And Software,"Samaaro is a virtual event platform designed to help organizations host scalable, secure, and effective virtual events for a global audience",Saurabh Saxena,"Chaitanya Kalipatnapu, Kedar Gavane",125000.0,Series A,2021
Imagimake,2011.0,Mumbai,Education And Learning,An innovative play system to help children create their imagination,"Disha Katharani, Ravi Kumar","Roha Investment Managers, angel investor Saumil Shah",500000.0,Seed Round,2021
MSMEx,2019.0,Andheri,Education And Learning,MSMEx connects micro and small Business Owners with curated Business Experts over live video.,"Amit Kumar, Vishal Kumar, Dilip Kumar, Khushboo Arora, Kumar Sambhav","TNF Ventures, Razorpay",1000000.0,Series G,2021
RenewBuy,2015.0,Gurugram,Finance,Simplest way to renew car insurance. Get quote and insure car in couple of minutes,Kajal Ilmi,"Lok Capital, IIFL Asset Management",45000000.0,Series C,2021
saarthi.ai,2017.0,Bangalore,Technology And Software,Multilingual Conversational Enterprise AI Platform for omnichannel automation of customer journeys in the user's native language.,"Piyush Dangaich, Sameer Sinha, Sangram Sabat, Vishwa Nath Jha",Nvidia Inception,4000000.0,Seed,2021
Kutumb,2020.0,Bangalore,Technology And Software,Kutumb is a social community enabler.,"Mohit Sharma, Naveen Dewangan, Vipul Allawadhi","Tiger Global Management, DST Global",26000000.0,Series A,2021
Superplum,2019.0,Noida,Agriculture And Technology,Building India's most sophisticated platform for high quality fresh food,Shobhit Gupta,Marquee investors,3800000.0,Series D1,2021
Upside AI,2017.0,Mumbai,Finance,Upside AI on the thesis that technology will make better investing decisions than humans over the long term.,"Kanika Agarrwal, Nikhil Hooda, Atanuu Agarrwal",Endiya Partners,1200000.0,Seed,2021
PazCare,2021.0,Bangalore,Finance,Paz Care is India's leading Employee Benefits & Health insurance platform,Sanchit Malik,"Ashish Hemrajani, Parikshit Dar",4000000.0,Seed Funding,2021
Answer Genomics,2019.0,Bangalore,Healthcare And Health Technology,A healthcare company that uses genome-based data to help individuals make decisions.,Rahul Ranganathan,"India Accelerator, Lyxel&Flamingo",4000000.0,Series A,2021
Skillmatics,2016.0,Mumbai,Education And Learning,Skillmatics develops learning games for pre-school and primary school kids aged under 10,Dhvanil Sheth,Sequoia Capital India,6000000.0,Series A,2021
Bimaplan,2020.0,Bangalore,Finance,Affordable insurance for the next billion Indians,Vikul Goyal,"Roshan Abbas, Ritesh Malik",2500000.0,Bridge,2021
Bueno Finance,2019.0,Gurugram,Finance,"Bueno Gig Growth Technologies Pvt Ltd (""Bueno Finance"") is a financial services platform which aims is to help improve the financial health of customers.","Saurav Gandhi, Sandeep Arora","Goat Capital, JAM Fund",3000000.0,Seed,2021
CityMall,2019.0,Gurugram,E-Commerce And Retail,CityMall is a social e-commerce platform that sells lifestyle and curated products via peer-to-peer referrals on WhatsApp.,"Angad Kikla, Naisheel Verdhan","General Catalyst, Jungle Ventures",22000000.0,Series B,2021
BYJU’S,2011.0,Bangalore,Education And Learning,BYJU'S is an educational technology company that develops personalized learning programs for K-12 students.,"Byju Raveendran, Divya Gokulnath","Blackstone Group, ADQ",50000000.0,Series D1,2021
India Quotient,2012.0,Mumbai,Finance,India Quotient is a new type of early stage investor. We fund companies building disruptive businesses aimed at Indian consumers. We're,Utham Gowda,Anicut Angel Fund,64000000.0,Pre-Seed,2021
The Switch Fix,2019.0,Gurugram,Healthcare And Health Technology,The Switch Fix is a plant-based clean and conscious personal care brand for young urbans.,"Abhishek Kumar, Rhea Shukla","Venture Catalysts, 9unicorns",4000000.0,Seed,2021
Anvidha Technologies,2020.0,Haryana,Technology And Software,Anvidha Technologies Private Limited is a HARYANA based private ltd.,Ganesh ranganathan iyer,Sequoia Capital,1500000.0,Seed,2021
DigiSparsh,2020.0,Mumbai,Finance,DigiSparsh is India's first and only healthcare fintech platform which aims to make healthcare facilities accessible to everyone in the country.,"Saurabh Soni, Akhilesh Gandhi",GoAhead Ventures,4000000.0,Seed,2021
CoffeeMug.ai,2020.0,New Delhi,Social Networking,"A video first global platform of senior professionals, connecting 1:1, virtually or over coffee, building a powerful, long-lasting relationship.","Abhishek Sharma, Dipti Tandon","Paradigm Shift Capital, AngelList India",620000.0,Venture - Series Unknown,2021
Pathfndr.io,2015.0,Bangalore,Technology And Software,Intelligent Travel Tech Stack making sense of the world's information by scanning billions of data points and ranking destinations,Varun Gupta,Arali Ventures,4000000.0,Series I,2021
BigLeap,2015.0,Hyderabad,Technology And Software,BigLeap Technologies & Solutions is focused on providing viable offshore consultancy services for enterprises looking to grow their business.,"Jamesh Johnson, Sainath Malkapuram Goud",Anup Kumar Yama,600000.0,Seed Funding,2021
Kazam,2020.0,Bangalore,Energy And Environment,"Kazam provides end to end Electric Vehicle charging solutions for Office Spaces, Apartments, Restaurants, Shops","Akshay Shekhar, Vaibhav Tyagi",Inflection Point Ventures,900000.0,Seed,2021
MYRE Capital,2020.0,Mumbai,Real Estate And Housing,Democratising Real Estate Ownership,Own rent yielding commercial properties,Aryaman Vir,4000000.0,Seed Funding,2021
BimaPe,2020.0,Mumbai,Finance,BimaPe demystifies Insurance and its Management for individuals and families across India. 'BimaPe Bharosa Karo',Rahul Mathur,"iSeed, Titan Capital",500000.0,Seed Funding,2021
MicroDegree,2019.0,Mangalore,Education And Learning,MicroDegree is an ed-tech platform working towards democratising technology and job ready skills for Bharat.,"Gaurav Kamath, Rakesh Kothari, Manikanta Nair",Research Innovation Incubation Design Labs,4000000.0,Seed Round,2021
Saarthi Pedagogy,2015.0,Ahmedabad,Education And Learning,"India's fastest growing Pedagogy company, serving to school as an academic growth partner and provide 360° solutions to schools on Academic Strategies",Pedagogy,Sushil Agarwal,4000000.0,Series H,2021
Synapsica,2017.0,New Delhi,Healthcare And Health Technology,Artificial Intelligence tools to make quality diagnostic assessment available for all.,"Meenakshi Singh, Dr Cherian, Kuldeep Singh Chauhan","IvyCap Ventures, Endiya Partners",4000000.0,Series A,2021
Kwik Foods,2020.0,Gurugram,Consumer Goods And Services,Kwik Foods is one of the fastest-growing D2C fresh food brands that is disrupting the food industry,"Prabhleen Kaur, Harshal Patel",9Unicorns,4000000.0,Seed,2021
Plutomen,2016.0,Ahmedabad,Technology And Software,Plutomen Technologies Pvt Ltd founded in Nov 2016 is recognized start-up by DIPP in the field of Emerging Technology.,Keyur Bhalavat,"GUSEC Seed Fund, DeVX Venture Fund",300000.0,Series H,2021
GoMechanic,2016.0,Gurugram,Transport,"GoMechanic is India’s leading multi-brand car service company, committed to making the car servicing experience hassle-free & easy for everyone.",Kushal Karwa,"Tiger Global, Sequoia",42000000.0,Series C,2021
Grinntech,2013.0,Chennai,Transport,"Grinntech is an investor backed, growth phase start-up, leading on all front of battery design for EV applications.","Nikhilesh Mishra, Puneet Jain",SucSEED Indovation Fund,2000000.0,Seed,2021
Nobel Hygiene,1999.0,Mumbai,Healthcare And Health Technology,"Nobel Hygiene is one of the leading disposable hygiene care products manufacturer in the country with an ISO 9001:2015 and CE certification, headquartered in Mumbai.",Johari Kamal,Quadria Capital,60000000.0,Series B,2021
Green Cure,2015.0,New Delhi,Healthcare And Health Technology,World's first company to combine German Engineering with Indian Ayurveda in health products,Sanchit Garg,Venture Catalysts,4000000.0,Series A+,2021
Classplus,2017.0,Noida,Education And Learning,Classplus was born out of an urge to redefine classroom engagement in this country.,"Mukul Rustagi, Bhaswat Agarwal",Tiger Global,65000000.0,Series C,2021
WINDO,2020.0,Hyderabad,E-Commerce And Retail,Convert Instagram Page Into an Online Store in under 2-minutes. Create a free online store and automate your sales.,"Silus Reddy Chintapalli, Rakesh Vaddadi",Unicorn India Ventures,500000.0,Seed,2021
ApnaKlub,2020.0,Bangalore,E-Commerce And Retail,Supporting independent businesses and retail entrepreneurs with better than market wholesale prices and supply chain.,"Shruti, Manish Kumar","Blume Ventures, Whiteboard Capital",4000000.0,Pre-Seed,2021
LegalPay,2019.0,New Delhi,Finance,A tech focused B2B litigation finance company in India.,Kundan Shahi,Ashwini Kakkar. 9Unicorns,4000000.0,Bridge,2021
Lavado,2016.0,Mumbai,Consumer Goods And Services,A startup that is trying to permanently change the way people approach the cleaning and maintenance of their apparel and accessories.,Disha Jain,Ashish Shah,4000000.0,Series C,2021
Navars,2019.0,Hyderabad,Education And Learning,"Navars Edutech comprises dynamic mix of intellectual professionals, managerial team, Subject matter experts and Astronomy and Space researchers.",Sravan Varma Datla,Faad Network,4000000.0,Seed,2021
GoBolt,2015.0,Gurugram,Transport,"GoBOLT is a tech-logistics company operating in Line Haul & Short Haul Trucking, creating value through dis-intermediation, increased asset utilization and extensive use of technology.","Naitik Baghla, Parag Aggarwal, Sumit Sharma","Paragon Partners, Aavishkaar Capital",20000000.0,Series B,2021
Loco,2018.0,Bangalore,Consumer Goods And Services,Loco is India's leading live game streaming app.,"Anirudh Pandita, Ashwin Suresh","Krafton, Lumikai",9000000.0,Seed,2021
Auric,2017.0,New Delhi,Healthcare And Health Technology,Contemporary Beauty & Wellness Brand Based on Ayurveda,Deepak Agarwal,Venture Catalysts,2000000.0,Series H,2021
Edmingle,2016.0,Bangalore,Education And Learning,Edmingle is a platform for all educators who want to launch their courses and sell them online.,Gaurav Doshi,"Indovation Fund, Mumbai Angels",300000.0,Series G,2021
Slice,2016.0,Bangalore,Finance,"Slice is India's best credit card challenger to pay bills, manage expenses, and unlock rewards.",Rajan Bajaj,"Gunosy, Blume Ventures",20000000.0,Series I,2021
Humit,2020.0,Bangalore,Media And Entertainment,Humit is a social networking app for music sharing and discovery.,"Rohit Ganapathy, Prithvi Sankar, Ishaan Negi",Antler India,4000000.0,Debt Financing,2021
Airblack,2019.0,Gurugram,Technology And Software,Airblack is on a mission to help people convert their passion to a livelihood.,"Videt Jaiswal, Vaibhav Raj Gupta","Edge Ventures, Elevation Capital",5200000.0,Series A,2021
NIRAMAI,2016.0,Bangalore,Healthcare And Health Technology,"NIRAMAI has developed a novel breast cancer screening solution that uses Thermalytix, i.e. machine intelligence over thermography images.",Geetha Manjunath,CDC Group,4000000.0,Early Seed,2021
Intervue,2021.0,New Delhi,Technology And Software,World's fastest collaborative environment to take tech interviews.,"Rahul Arora, Pushpender Singh Rautela","Titan Capital, Kunal Shah",4000000.0,Seed,2021
Nestroots,2016.0,Gurugram,Fashion And Apparel,"Ottoman, Stool, Brass Kitchen Solutions, Masala Box, Roti Box, Bar Accessories and Many Gifting Options at Nestroots.",Chhavi Singh,We Founder Circle,100000.0,Seed,2021
Detect Technologies,2016.0,Chennai,Technology Solutions For Industry,Detect Technologies is a leading Industrial AI company that is building innovative solutions and cutting-edge technology for the industrial ecosystem.,Daniel Raj David,"Accel Partners, Elevation Capital",12000000.0,Series B+,2021
CredR,2015.0,Bangalore,Transport,CredR is India’s Most Trusted Used Two-Wheeler Consumer Brand that leverages Technology & Processes to simplify the Used Two-wheeler Market.,Kajal Ilmi,"Yamaha Motors, Omidyar Network India, Eight Roads Ventures",6500000.0,Debt Financing,2021
Fourth Partner Energy,2010.0,Hyderabad,Energy And Environment,"Fourth Partner Energy is India’s leading distributed solar energy firm focusing on building and financing solar projects across the private and public sectors for commercial, industrial and institutional entities.",Vivek Subramanian,"Norfund, The Rise Fund",125000000.0,Fresh Funding,2021
TABLT,2018.0,Kolkata,Healthcare And Health Technology,TABLT [Previously Sabse Sasta Dukaan] is one of India's most trusted online pharmacy dealing in medicines and other healthcare products.,Anish Agarwal,Siti Cable,3000000.0,Series B+,2021
Hesa,2020.0,Hyderabad,Technology And Software,HESA is connecting Bharat with India and India with Bharat Phygitally. We are bridging the gap for the world’s largest customer base that resides in rural India.,Kunal Shah,"Venture Catalysts, 9unicorns",2000000.0,Seed,2021
Powerhouse91,2020.0,Gurugram,Consumer Goods And Services,"A tech-driven company that acquires, operates, and scales outstanding ecommerce brands in India.","Shashwat Diesh, Aqib Mohammed",Crossbeam Venture Partners,4000000.0,Seed,2021
Nalanda Learning,2011.0,Kolkata,Education And Learning,India's 1st Online Preschool with Blended Learning Model,Tamal Mukherjee,Aavishkaar Capital,5000000.0,Early Seed,2021
Chargeup,2019.0,New Delhi,Energy And Environment,"""Battery as a Service"" for 3 wheeler & 2 wheelers","Varun Goenka, Akshay Kashyap",Mapmyindia,4000000.0,Series B+,2021
Knackit,2019.0,Bangalore,Technology And Software,Knackit is a talent sharing platform where users can showcase and monetize their artistry.,"Pranjal Kumar, Akanksha Bhardwaj",Jyoti Bansal,100000.0,Series C,2021
Treebo Hotels,2015.0,Bangalore,Consumer Goods And Services,Treebo Hotels is India's most loved hotel chain in the premium-budget segment.,"Sidharth Gupta, Kadam Jeet Jain, Rahul Chaudhary",Accor,16000000.0,Series D,2021
Raptee Energy,2019.0,Chennai,Transport,Raptee Energy Inc. is looking to accelerate the transition to smart and sustainable mobility!,Phunith Kumar,Unicorn India Ventures,700000.0,Series F,2021
Meddo,2018.0,Gurugram,Healthcare And Health Technology,Meddo (Arctern Healthcare) are re-defining how primary and secondary healthcare is provided in India through a connected care delivery platform.,"Saurabh Kochhar, Dr Naveen Nishchal","SRI Capital, Picus Capital, Alkemi Capital",6000000.0,Series D1,2021
Supertails,2021.0,Bangalore,Consumer Goods And Services,Supertails is building a digital pet care platform which offers expert led healthcare services and products.,"Vineet Khanna, Varun Sadana, Aman Tekriwal","Saama Capital, DSG Consumer Partners",2600000.0,Venture - Series Unknown,2021
SkilloVilla,2020.0,Bangalore,Education And Learning,Mission to support young graduates in enhancing their learnings and transform them into big earnings.,"Ronak Agrawal, Rajat Agrawal, Deepak Kharol",Titan Capital,300000.0,Seed,2021
