Company_Brand,Founded,HeadQuarter,Sector,What_it_does,Founders,Investor,Amount,Stage,Year
Servify,2015.0,Mumbai,Technology And Software,Servify is a self-learning platform that provides device management services and warranty solutions.,Sreevathsa Prabhakar,"Blume Ventures, Tetrao",23000000.0,Series C,2020
ShareChat,2015.0,Bangalore,Media And Entertainment,ShareChat is a social networking and regional content platform.,"Ankush Sachdeva, Bhanu Pratap Singh, Bhanu Singh, Farid Ahsan","Lightspeed venture partners, saif partners",40000000.0,Series B+,2020
Rephrase.ai,2018.0,Bangalore,Technology And Software,Rephrase.ai helps in creating high-quality videos and animations through an AI-powered visual dubbing tool.,"Ashray Malhotra, Nisheeth Lahoti, Shivam Mangla","Techstars Bangalore Accelerator, Techstars",1500000.0,Seed,2020
Melorra,2015.0,Bangalore,E-Commerce And Retail,"Buy Latest Gold, Diamond & Gemstone Jewellery Designs Online Rings, Earrings, Necklace","Saroja Yeramilli, R Krishnakumar","Shadows Holdings, Lightbox",8090000.0,Series C,2020
FabHotels,2014.0,Gurugram,Consumer Goods And Services,FabHotels is a network of 3 star budget hotels in India,"Adarsh Manpuria, Vaibhav Aggarwal","RB Investments Pte. Ltd, Goldman Sachs",1030000.0,Series B,2020
EkAnek,2018.0,New Delhi,Technology And Software,EkAnek Networks is a new startup that is focused on building the ecosystem for new age brands in lifestyle categories,"Chandranshu Sinha, Kartik Sheth","Lightspeed India Partners, Sequoia Capital India",5040000.0,Series C,2020
Cub McPaws,2018.0,Mumbai,Technology And Software,Cub McPaws is a kids clothing brand.,"Shah, Abhay Bhat",Venture Catalysts,800000.0,Venture - Series Unknown,2020
Zimyo,2018.0,Gurgaon,Technology And Software,Employee experience platform that empowers organizations to manage and retain great talent!,"Ajay Kadyan, Kumar Mayank","Abhishant Pant, Chiranth Patil",1500000.0,Seed,2020
PumPumPum,2018.0,Gurgaon,Transport,Pumpumpum is a car rental company,"Tarun Lawadia, Sameer Kalra",Y Combinator,360000.0,Early Seed,2020
Burgerama,2018.0,Gurgaon,Consumer Goods And Services,Burgerama is a unit of Junket Foods Private Limited,Kabir Bose,"Madison, Anicut",4000000.0,Series D,2020
Moms Co,2016.0,Gurgaon,Healthcare And Health Technology,The Moms Co. creates a safe and natural formulated products for babies that are certified toxin-free,"Malika Datt Sadani, Mohit Sadaani","DSG Consumer Partners, Saama Capital",8000000.0,Series B,2020
FPL Technologies,2019.0,Pune,Finance,FPL is on a mission to re-imagine credit and payments from first principles and is building a mobile-first credit card,"Anurag Sinha, Rupesh Kumar, Vibhav Hathi","Matrix Partners India, Hummingbird Ventures",10000000.0,Series A,2020
FITTR,2016.0,Pune,Technology And Software,Fitness Social Network & Consultation Platform that helps you achieve your Health & Fitness goals.,"Jitendra Chouksey, Sonal Singh, Jyoti Dabas, Bala Krishna Reddy, Rohit Chattopadhyay.",Surge,2000000.0,Early Seed,2020
Illumnus,2018.0,Pune,Education And Learning,"An innovative EdTech startup from IITB & BITS alumni, offering B2B SaaS-based collaborative LMS for Schools and Universities","Akash Deep Singhal, Akshaya Singhal, Devashish Saxena, Gauri Dehnkar",23 High Networth Individuals (HNIs).,100000.0,Seed,2020
CashKaro,2012.0,Gurgaon,E-Commerce And Retail,Cashkaro is a coupons and cashback site rewarding customers for visiting online retailers through their site.,"Rohan Bhargava, Swati Bhargava","Ratan Tata, Kalaari Capital",10000000.0,Series B,2020
Newton School,2019.0,Bangalore,Education And Learning,Newton School is a platform to learn and develop skills,"Nishant Chandra, Siddharth Maheshwari",Nexus Venture Partners,650000.0,Seed,2020
Airmeet,2019.0,Bangalore,Technology And Software,"Airmeet is an all-in-one events platform for virtual summits, meetups, and workshops that includes virtual social lounge","Lalit Mangal, Manoj Singh, Vinay Kumar Jasti","Global Founders Capital, Redpoint",12000000.0,Series A,2020
InCred,2016.0,Mumbai,Finance,"Provide loans for all your needs like personal loan for wedding, education loan, business loan",Bhupinder Singh,"Pushpak Credit, Fiscal",5000000.0,Series I,2020
Toppr,2013.0,Mumbai,Education And Learning,Toppr is an Indian educational technology and online tutoring firm,"Zishaan Hayath, Hemanth Goteti","Kaizenvest, Foundation Holdings",35000000.0,Series D,2020
CarTrade,2009.0,Mumbai,Technology And Software,Buy and Sell Used Cars,Vinay Sanghi,"Pincus, JP Morgan, Temasek, March Capital",42500000.0,Series H,2020
LEAD School,2012.0,Mumbai,Education And Learning,Offers a high-end digital classroom system focused on enhancing the learning experience,"Sumeet Mehta, Smita Deorah","Westbridge Capital, Elevar Equity",28000000.0,Series C,2020
Servify,2015.0,Mumbai,Technology Solutions For Industry,"Enables top OEMs & ODMs in device distribution, sales, warranty",Sreevathsa Prabhakar,"Blume Ventures, Tetrao",11370000.0,Series C,2020
Lido Learning,2019.0,Mumbai,Education And Learning,"Online classes for Std 4-9 in Math, Science, Coding, English & Leadership with top 1% tutors ?",Sahil Sheth,"BAce Capital, Madhur Deora",7500000.0,Series B,2020
Apna.co,2019.0,Bangalore,Human Resources And Consultancy,Can find all types of jobs from entry level to experienced people in over 60+ categories.,Nirmit Parikh,"Lightspeed India, Sequoia Capital India",8000000.0,Series A,2020
Quintype Technologies,2014.0,Bangalore,Technology And Software,"Building a suite of digital publishing solutions to simplify content creation, distribution",Amit Rathore,"IIFL Asset Management, Raghav Bahl",325000.0,Series A,2020
Dunzo,2014.0,Bangalore,Technology And Software,Order online and get free delivery from your nearby restaurants,"Kabeer Biswas, Ankur Agarwal, Dalvir Suri, Mukund Jha","Wes Schwalje, Alteria Capital",28000000.0,Series E,2020
Entropik,2016.0,Bangalore,Technology And Software,Gain insights into human emotions with AI-powered platform affect lab.,Ranjan Kumar,"IDFC-Parampara Fund, Bharat Innovation Fund",8000000.0,Series A,2020
Livspace,2014.0,Bangalore,Real Estate And Housing,Interior design marketplace that connects interior designers,"Anuj Srivastava, Ramakant Sharma","Mercer Investments, Nicholas Cator",9000000.0,Series D,2020
Ultraviolette Automotive,2015.0,Bangalore,Technology Solutions For Industry,Industries Automotive Electric Vehicle Energy Energy Storage,"Narayan Subramaniam, Niraj Rajmohan",TVS Motor Company,410000.0,Series B,2020
WinZO,2016.0,New Delhi,Consumer Goods And Services,WinZO is a mobile e-Sports gaming platform in India. It is available in 10 regional languages of India.,Kshama Fernandes,"Makers Fund, Courtside Ventures",18000000.0,Series B,2020
SenseHawk,2016.0,Bangalore,Energy And Environment,SenseHawk is a SaaS platform that helps improve processes and saves cost in the development,"Swarup Mavanoor, Rahul Sankhe","Falcon Edge Capital, SAIF Partners",5000000.0,Series A,2020
Railofy,2019.0,Mumbai,Transport,Enables waitlisted passengers to reach their destination at the lowest possible price if their ticket is not,"Rohan Dedhia, Vaibhav Saraf, Hrishabh Sanghvi",Chiratae Ventures.,900000.0,Seed,2020
Eloelo,2020.0,Bangalore,E-Commerce And Retail,"Social Commerce Venture for Wellness. View company info, jobs, team members, culture, funding and more.","Saurabh Pandey, Akshay Dubey",We Founder Circle,450000.0,Seed,2020
Aibono,2014.0,Bangalore,Agriculture And Technology,A next dimension food & farming platform that unites two ends of the food chain from growing to consuming,Vivek Rajkumar,"Menterra Venture Advisors, Rianta Capital",2000000.0,Bridge,2020
BuildPan,2019.0,Indore,Technology And Software,"Buildpan helps you with continuous build, development and user feedback for iOS and Android development.","Sonal Dandotia, Shantanu S, Virendra Chouhan, Vaibhav Tiwari","Sunil Kumar Singhvi, Yusho Kawata",500000.0,Seed,2020
Homelane,2014.0,Bangalore,Construction And Home Services,Explore 1000's of fully customizable home interior designs.,"Rama Harinath, Srikanth Iyer","Accel Partners, Sequoia Capital, Evolvence India, JSW Ventures",8000000.0,Bridge,2020
MyGlamm,2015.0,Mumbai,Fashion And Apparel,Buy Makeup kit & Cosmetics Products from international makeup brand,Darpan Sanghvi,Bessemer Venture Partners,1000000.0,Series B,2020
Aviom,2016.0,New Delhi,Finance,A social impact focused housing finance company catering to housing needs of customers in semi urban areas,Kajal Ilmi,"Insitor Partners, C4D Partners",682000.0,Early Seed,2020
Flinto,2013.0,Chennai,Education And Learning,Flintobox is an India-based company that produces educational activity boxes for children,"Arunprasad Durairaj, Vijaybabu Gandhi, Shreenidhi Srirangam","Sinai Ventures, Y Combinator",7000000.0,Fresh Funding,2020
WayCool,2015.0,Chennai,Agriculture And Technology,WayCool is a social enterprise positively impacting the lives of India's farmers,"Karthik Jayaraman, Sanjay Dasari","FMO, IndusInd Bank",5060000.0,Series C,2020
YAP,2014.0,Chennai,Technology And Software,Create your own stream of Neo-banking and Deposit products using our bank-grade APIs,Saurabh Saxena,"Jitendra Gupta, Better Capital",4050000.0,Series A,2020
Big Bang Boom Solutions,2018.0,Chennai,Technology And Software,It aims to co-create intellectual property that can reside within the borders of the country.,"Dr. R. Shivaraman, Praveen Dwarakanath","Mumbai Angels, Defence Innovation Organisation",1050000.0,Series A,2020
GUVI,2014.0,Chennai,Education And Learning,Operates vernacular-language based education tech startup,Arun Prakash,"CBA Capital, Gray Matters Capital",800000.0,Series A,2020
BluSmart,2019.0,Gurugram,Technology And Software,"BluSmart, an all-electric ride-hailing platform","Anmol Singh Jaggi, Punit K Goyal","Kalpavriksh, JITO Angel Network",7000000.0,Series C,2020
Cell Propulsion,2017.0,Bangalore,Transport,Designs and develops electric power drives and autonomous electric mobility solutions,"Nakul Kukar, Paras Kaushal, Supratim Naskar","growX ventures, Sangam Ventures",4000000.0,Private Equity,2020
MPL,2018.0,Bangalore,Technology And Software,Mobile Premier League (also known as MPL) is the mobile e-Sports platform,"Sai Srinivas Kiran Garimella, Shubham Malhotra","Sequoia Capital India, Times Internet",50000000.0,Series B,2020
Spoonshot,2015.0,Bangalore,Technology And Software,A food science company using AI to predict consumer taste and food trends,"Kishan Vasani, Sai Sreenivas Kodur","SRI Capital, Techstars Farm to Fork Accelerator",1000000.0,Series I,2020
Pulse,2015.0,Mumbai,Finance,Helps people navigate through and profit off financial markets,"Amit Dhakad, Hiral Jain",SucSEED Indovation Fund,750000.0,Private Equity,2020
Groww,2016.0,Bangalore,Finance,Leading Investment and Trading Platform,"Lalit Keshre, Harsh Jain, Neeraj Singh, Ishan Bansal","Y Combinator, Ribbit Capital",30000000.0,Series C,2020
i3 Systems,2016.0,Mumbai,Finance,Transforming India's health insurance industry with its digital solutions and AI products for automation,"Dr Mallesh Bommanahal, Varzavand Batliwala","Hatanaka Yosuke, Minomiya Takeo",1050000.0,Series D1,2020
SOAL,2017.0,Mumbai,Education And Learning,"A skill-tank nurturing students into disruptive, tech-empowered creators and future leaders","Pratik Agarwal, Raj Desai, Varsha Bhambhani",Sixth Sense Ventures,1000000.0,Series B,2020
OckyPocky,2015.0,Gurugram,Education And Learning,Ockypocky helps kids in learning spoken english,Amit Agrawal,"SucSEED Venture Partners, ah! Ventures",400000.0,Seed,2020
Gamezop,2015.0,Gurugram,Consumer Goods And Services,A multi-game platform,"Yashash Agarwal, Gaurav Agarwal","Powerhouse ventures, Tracxn,",4300000.0,Series A,2020
Phool.co,2017.0,Kanpur,Technology And Software,They use flowers from temples across India's and create useful products such as rose incense cone,Ankit Agarwal,Kaplan Foundation,1400000.0,Series B+,2020
Chiratae Ventures,2018.0,Bangalore,Finance,A leading tech venture capital fund focused on enabling entrepreneurs in India.,"Vaishali Kulkarni, Arjun Singh Bajwa","Venture Catalysts, 9Unicorns Accelerator Fund",4000000.0,Seed Funding,2020
MedLife,2014.0,Bangalore,Healthcare And Health Technology,"An India online platform, which provides pharmacy, diagnostics, and e-consultation in India.",Utham Gowda,Ivy Icon,6800000.0,Series C,2020
IDfy,2011.0,Mumbai,Technology And Software,IDfy provides risk and fraud solutions,"Ashok Hariharan, Vineet Jawa","Millenna FVCI III, NB Ventures, Dream Incubator",2110000.0,Series A,2020
True Balance,2014.0,Gurugram,Finance,Earn money by meeting financial needs of your friends and neighbors.,"Charlie, Jay, Martin",Balancehero,4000000.0,Series C,2020
Bira91,2015.0,New Delhi,Consumer Goods And Services,A craft beer brand manufactured by B9 Beverages Pvt. Ltd.,Ankur Jain,Anicut Capital,764000.0,Early Seed,2020
Max wholesale,2016.0,New Delhi,E-Commerce And Retail,MaxWholesale is an online distributor that provides authentic FMCG goods,"Samarth Agrawal, Rohit Narang","Al Falaj Commercial Investment Co, Vistra ITCL India",603000.0,Series D,2020
Craftsvilla,2011.0,Mumbai,E-Commerce And Retail,"Sells ethnic apparel, footwear, fashion accessories, beauty products, handcrafted home accessories","Manoj Gupta, Monica Gupta",Supera Investments,409000.0,Series B,2020
MechMocha,2011.0,Bangalore,Technology And Software,India's first vernacular social gaming platform,"Arpita Kapoor, Mohit Rangaraju, Shilp Gupta","Accel India, Blume Ventures, 3F Ventures, Akatsuki Inc",292000.0,Series A,2020
Mindhouse,2019.0,Gurugram,Healthcare And Health Technology,A gym to train your mind offering workouts and programmes,"Pankaj Chaddah, Staff Pooja Khanna","GGV Capital, Sahi Barual",286000.0,Private Equity,2020
DeepSync,2018.0,Chandigarh,Technology And Software,"A revolutionary way to record your content, without you really speaking","Ishan Sharma, Rishikesh","Grand Anicut Angel Fund (GAAF), AL Trust, Beeline Impex Private Limited, 9Unicorns, Accelerator Fund",136000.0,Pre-Seed,2020
Eruditus,2010.0,Mumbai,Education And Learning,Bring world-class business and professional education to a global audience,"Chaitanya Kalipatnapu, Ashwin Damera","Bertelsmann India Investments, Sequoia Capital India",4000000.0,Series A,2020
Gradeup,2015.0,Noida,Education And Learning,"India's largest exam preparation destination,",Shobhit Bhatnagar,"Times Internet, TLabs",546000.0,Series B,2020
Tracxn,2013.0,Bangalore,Finance,Tracxn is the research partner for Venture Capitalist,"Abhishek Goyal, Neha Singh","Saif partners, Accel partners, Sequoia capital",887000.0,Series B,2020
Purple Style Labs,2015.0,Mumbai,Fashion And Apparel,Shopping experience and foster the growth of Indian brands and designers.,Abhishek Agarwal,"Jitendra Gupta, Astarc Ventures.",43000.0,Series D1,2020
ProPhysio,2016.0,Bangalore,Healthcare And Health Technology,The largest provider of physiotherapy and rehabilitation services,Pramod Ravindra,Nestavera Ventures.,40900.0,Private Equity,2020
Flickstree,2014.0,Mumbai,Technology And Software,World's largest video publisher,"Saurabh Singh, Rahul Jain, Nagender Sangra","MOX, Venture Catalysts",40900.0,Series H,2020
Settl,2015.0,Gurugram,Transport,Get affordable AC bus-rides everyday,"Amit Singh, Deepanshu Malviya","Sojitz, SIG Global India Fund",4000000.0,Series E,2020
Fanspole,2015.0,Thane,Technology And Software,India's only social fantasy gaming platform,"Aniket Shinde, Hardik Gondaliya","Mohan Verma, Better Capital",4000000.0,Pre-Seed,2020
Sarva,2016.0,Mumbai,Healthcare And Health Technology,A wellness ecosystem built on the authentic foundations of Yoga,Sarvesh Shashi,"Shikhar Dhawan, Mantra Capital",4000000.0,Fresh Funding,2020
Univ.ai,2019.0,Bangalore,Education And Learning,"A distributed, global educational powerhouse that draws on technology","Siddharth Das, Dr Rahul Dave, Dr Pavlos Protopapas",Kiran Mazumdar Shaw.,4000000.0,Series I,2020
PurohitJi,2019.0,Bangalore,Technology And Software,App for Hindu Puja Products & Services,Nakerikanti Harish,Bhadresh,4000000.0,Series C,2020
Brick&Bolt,2018.0,Bangalore,Construction And Home Services,"A construction company doing house construction, building construction, commercial construction","Arpit Rajpurohit, Jayesh Rajpurohit","Meghna Agarwal, Navin Dhanuka",2200000.0,Series A,2020
Grinntech,2013.0,Chennai,Transport,Leading on all fronts of battery design,"Nikhilesh Mishra, Puneet Jain",Venture Catalysts,2000000.0,Series D,2020
6Degree,2014.0,Mumbai,Fashion And Apparel,India's leading fashion business platform,"Amit Bhardwaj, Nikhil Hegde.","Keiretsu Forum, SucSEED Venture Partners",340000.0,Debt Financing,2020
Bikayi,2019.0,Hyderabad,E-Commerce And Retail,Provides free whatsapp integrated E-Commerce Store,"Sonakshi Nathani, Ashutosh Singla",Mantis ventures,2000000.0,Series A+,2020
