Company_Brand,Founded,HeadQuarter,Sector,What_it_does,Founders,Investor,Amount,Stage,Year
Credable,2017,Mumbai,Finance And Technology,CredAble provides working capital & supply chain finance programs for large enterprises and their suppliers and distributors.,Nirav Choksi,Oaks Asset Management,4500000.0,Debt,2020
Railofy,2019,Mumbai,Transport And Logistics,Railofy is a WL & RAC protection that enables waitlisted passengers to reach their destination at the lowest possible price.,"Rohan Dedhia, Vaibhav Saraf, Hrishabh Sanghvi","Roots Ventures, Better Capital",5000000.0,Validation,2020
Finova Capital,2016,Jaipur,Finance And Technology,Finova Capital is a non-banking financial company.,"Mohit Sahney, Sunita Sahney","Sequoia Capital India, Faering Capital",55000000.0,Equity,2020
Teachmint,2020,Bangalore,Education And Learning,Teachmint is an easy to use platform for tutors to conduct unlimited live classes and manage their classrooms,"Mihir, Payoj Jain, Divyansh Bordia, Anshuman Kumar",Lightspeed India,3500000.0,Validation,2020
Peel-Works,2010,Mumbai,E-Commerce And Retail,Peel-Works is a tech and data analytics company specializing in e-commerce for corner stores.,"Sachin Chhabra, Nidhi Ramachandran","CESC Ventures, Brun Raschle",3000000.0,Debt,2020
Janani,2020,Bangalore,Technology And Software,Janani aims to make the process of infertility treatment and assisted fertilisation easier,Nilay Mehrotra,9Unicorns,200000.0,Ideation,2020
Credgenics,2018,Gurugram,Finance And Technology,"Credgenics is a tech-enabled platform backed by Titan Capital, helping fintech lenders and Banks in their critical NPA reduction","Anand Agrawal, Mayank Khera, Rishabh Goel","Accel, Sunder Nookala",3300000.0,Validation,2020
Finelistings,2015,New Delhi,Technology And Software,A Used Luxury Car Marketplace,Aneesh Mathur,Justdial,4000000.0,Debt,2020
Wellversed,2018,New Delhi,Healthcare And Health Technology,Wellversed Health enables production of customised clinical food products specific to health requirements of a demography or an individual.,"Aanan Khurma, Aditya Seth, Ripunjay Chachan","KLUB Works, Shankar Narayanan",4000000.0,Validation,2020
Nykaa,2012,Mumbai,Consumer Goods And Services,Nykaa is an online marketplace for different beauty and wellness products.,Falguni Nayar,"Alia Bhatt, Katrina Kaif",4000000.0,Debt,2020
Jumbotail,2015,Bangalore,E-Commerce And Retail,"Jumbotail is solving an important problem of organising food and grocery ecosystem in India through technology, data science and design.","Ashish Jhina, Karthik Venkateswaran",Nexus Venture Partners and 23 High Networth Individuals (HNIs),11000000.0,Scaling,2020
Winzo,2018,New Delhi,Consumer Goods And Services,WinZO is a mobile e-sports social gaming platform that offers monetary benefits and prizes to players.,"Paavan Nanda, Saumya Singh Rathore","Makers Fund, Courtside Ventures",2000000.0,Debt,2020
mCaffeine,2015,Mumbai,Consumer Goods And Services,"MCaffeine is a personal care brand that offers caffein-infused face, body, and hair care products.","Tarun Sharma, Vikas Lachhwani","RPSG Ventures, Amicus Capital",5000000.0,Scaling,2020
Pocket FM,2018,Bangalore,Media And Entertainment,Pocket FM is an audiobook & podcast app that brings you over 10K+ popular audiobooks.,Rohan Nayak,"Times Group, Lightspeed",5000000.0,Early Traction,2020
Snackible,2015,Mumbai,Healthcare And Health Technology,Snackible operates a health-food production company designed to sell healthy snack food via online and offline channels.,Not filled,"Mumbai Angels, Murali Nair",4000000.0,Validation,2020
FreshtoHome,2015,Bangalore,E-Commerce And Retail,Freshtohome is an e-commerce platform for fresh and chemical-free seafood.,Shan Kadavil,"Ascent Capital, Iron Pillar",16000000.0,Equity,2020
Jumbotail,2015,Bangalore,E-Commerce And Retail,Jumbotail is solving an important problem of organising food and grocery ecosystem in India,"Ashish Jhina, Karthik Venkateswaran","Nexus Venture Partners, Capria Ventures",11000000.0,Scaling,2020
Nykaa,2012,Mumbai,E-Commerce And Retail,Nykaa is an online marketplace for different beauty and wellness products.,Falguni Nayar,"Katrina Kaif, Steadview Capital",4000000.0,Debt,2020
TagZ Foods,2019,Bangalore,Consumer Goods And Services,TagZ Foods is a supplier of snacks and food products.,"Sagar Bhalotia, Anish Basu Roy","Exfinity Venture Partners, Shesh Kondi",4000000.0,Debt,2020
Genius Teacher,2016,Mumbai,Education And Learning,"Genius Teacher creates engaging educational content, delivers fun learning experience to the students","Advitiya Sharma, Gaurav Lahoti","Sandeep Tandon, Daniel Lapus",2000000.0,Debt,2020
Krimanshi Feeds,2015,Jodhpur,Technology And Software,Krimanshi aims to increase rural income by improving the productivity of Indian cattle with better quality feed.,Nikhil Bohra,"Rajasthan Venture Capital Fund, AIM Smart City",500000.0,Debt,2020
Origo,2010,Gurugram,Agriculture And Technology,Provider of marketing and warehousing services for agricultural commodities.,"Sunoor Kaul,",Northern Arc Capital,4000000.0,Debt,2020
GetVantage,2019,Mumbai,Finance And Technology,GetVantage is India and Southeast Asia's first fintech enabled Revenue-based financing platform.,"Amit Srivastava, Bhavik Vasa, Sachin Tagra, Sachin Tagra","Samyakth Capital, Venture Catalysts",5000000.0,Validation,2020
Betterplace,2015,Bangalore,Technology And Software,Developer of a digital verification platform designed to manage the semi-formal workforce.,"Saurabh Tandan, Pravin Agarwala",Jungle Ventures,10000000.0,Scaling,2020
Biddano,2016,Mumbai,Healthcare And Health Technology,India's 1st tech-enabled healthcare logistics platform.,Talha Shaikh,Windrose Capital,600000.0,Validation,2020
InVideo,2017,Mumbai,Human Resources And Consultancy,InVideo enables you to transform your content into great videos.,"Harsh Vakharia, Pankit Chheda, Sanket Shah","Base Partners, Sequoia Capital India",15000000.0,Early Traction,2020
Arzooo,2016,Bangalore,E-Commerce And Retail,"Retail tech platform empowering 300,000+ small retailers in electronics space to compete with big organised players and increase sales","Khushnud Khan, Rishi Raj Rathore","3Lines, Jabbar Internet Group",7500000.0,Early Traction,2020
BASIC Home Loan,2020,Gurugram,Finance And Technology,"A platform for automating home loans for middle and low-income households in India,",Atul Monga,Picus Capital,5000000.0,Validation,2020
SUGAR cosmetics,2012,Mumbai,Consumer Goods And Services,It is a cruelty-free makeup brand providing cosmetics that is high on style and higher on performance.,"Kasuhik Mukherjee, Vineeta Singh","A91 Partners, RB Investments Pte. Ltd",2000000.0,Debt,2020
Signzy,2015,Bangalore,Finance And Technology,It is creating 'building blocks for a Digital Trust system.,"Ankit Ratan, Ankur Pandey, Arpit Ratan","GenNext Ventures, Contrarian Drishti Partners",5400000.0,Debt,2020
Ahaguru,2012,Chennai,Education And Learning,"It is conducting IIT JEE Coach for Physics, Math and Chemistry easily.","Gomathi S, Dr Balaji Sampath",Anand Mahindra,4000000.0,Early Traction,2020
EzeRx,2018,Kolkata,Education And Learning,Developer and manufacturer of medical devices,"Amit mandahar, Chaitali roy","Indian Oil Corporation, Krishna Chakravarty",200000.0,Validation,2020
Genius Teacher,2016,Mumbai,Education And Learning,"Genius Teacher creates engaging educational content, delivers fun learning experience to the students","Advitiya Sharma, Gaurav Lahoti","Whiteboard Capital, VKG Ventures LLP.",2000000.0,Debt,2020
Ultraviolette Automotive,2014,Bangalore,Automotive,Ultraviolette Automotive is a technology startup working on electric two-wheelers and energy infrastructure.,"Narayan Subramaniam, Niraj Rajmohan",TVS Motor Company,4000000.0,Scaling,2020
Tring,2019,Mumbai,Media And Entertainment,"Tring is a celebrity engagement platform, for all occasions including birthday, anniversaries, get well soon messages.","Akshay Saini, Rahul Saini, Pranav Chabhadia","Sujeet Kumar, Hemesh Singh",4000000.0,Debt,2020
Rare Planet,2015,Kolkata,E-Commerce And Retail,Rare Planet sells handicrafts made by local artisans.,"Ranodeep Saha, Vijay Kumar",Venture Catalysts,400000.0,Validation,2020
GoodGamer,2020,Bangalore,Consumer Goods And Services,GoodGamer is India's first Daily Fantasy Sports and true Esports gaming platform.,Charles Creighton,Not filled,2500000.0,Validation,2020
InnAccel,2012,Bangalore,Education And Learning,"A building a portfolio of novel medical devices designed, engineered, and priced for global Emerging Markets.",Siraj Dhanani,Mount Judi Ventures,1500000.0,Validation,2020
SoOLEGAL,2015,New Delhi,Human Resources And Consultancy,"SoOLEGAL is a global integrated directory of lawyers, legal aid organizations, and Law firms.",Manish Kaul,Not filled,4000000.0,Debt,2020
HobSpace,2019,Mumbai,Education And Learning,India's Activity Hub for Kids,"Priya Goel Sheth, Harsh Jain",Artha Venture,200000.0,Validation,2020
Supplynote,2015,Noida,Technology And Software,Supplynote is India's leading procurement platform with a unique stack of SAAS and E-commerce to solve the procurement problem,"Abhishek Verma, Harshit Mittal, Kumar Kushang, Nitin Prakash","MOX, SOSV",500000.0,Validation,2020
Harmonizer India,2019,Bangalore,Technology And Software,"Energy-efficient solutions based on the Artificial Intelligence, Machine Learning and Internet of Things technology,",M R Srinivas,Kapil Dev,4000000.0,Debt,2020
Zomato,2008,Gurugram,Consumer Goods And Services,Zomato is a food delivery and restaurant discovery site that provides information and reviews about restaurants.,"Deepinder Goyal, Gaurav Gupta, Pankaj Chaddah","Kora, Tiger Global Management",52000000.0,Equity,2020
Dukaan,2020,Mumbai,Technology And Software,Developer of an android application designed for businesses to sell online.,"Subhash Choudhary, Suumit Shah","Lightspeed, Matrix Partners.",6000000.0,Validation,2020
CredR,2014,Mumbai,Technology And Software,India’s Only 100% Inspected and Certified Used Bikes Marketplace.,"Nikhil Jain, Nittin Mittal, Sumit Chhazed","Eight Roads Ventures, On Mauritius",2000000.0,Debt,2020
Satyukt,2018,Bangalore,Agriculture And Technology,An agritech company that provides business to business (B2B) agricultural data,"Sat Tomer, Yukti Gill","NABVENTURES, Social Alpha (India)",500000.0,Validation,2020
RACEnergy,2018,Hyderabad,Automotive,RACEnergy builds and deploys battery swapping infrastructure for use in various segments of vehicles.,"Arun Sreyas, Gautham Maheswaran","growX Ventures, Huddle (Incubator)",4000000.0,Debt,2020
TREAD,2020,Bangalore,Technology And Software,A homegrown fitness startup that aims to advance the 'Fit India' initiative by offering holistic and affordable workouts.,Dinesh Godara,"Better Capital, Kunal Shah, Gaurav Munjal",1100000.0,Ideation,2020
Anveshan,2019,Bangalore,Consumer Goods And Services,Provide quality and healthy food products,"Aayushi Khandelwal, Akhil Kansal, Kuldeep Parewa",Titan Capital,100000.0,Ideation,2020
TeaMonk,2016,Bangalore,Consumer Goods And Services,India's Finest Specialty Tea company.,"Amit Dutta, Ashok Mittal","Lead Angels Network, Roots Ventures",900000.0,Validation,2020
Fleetx,2017,Gurugram,Technology And Software,"Fleetx is an intelligent data platform which uses AI, machine learning, sensors and predictive analytics to help fleet owners.","Abhay Jeet Gupta, Parveen Kataria, Udbhav Rai, Vineet Sharma, Vishal Mishra","Rohit Bansal, Rohan Ranavat",3000000.0,Early Traction,2020
ReNEWate,2018,Pune,Real Estate And Housing,"Tech platform helping millions of renovation contractors, property improvement professionals and businesses manage their business digitally.",Supratik Ghatak,Real Estate Accelerator Program,4000000.0,Ideation,2020
Tango Eye,2018,Chennai,Technology And Software,Retail Video Analytics SaaS product,Surender Gounder,"Riso Investments, Lenskart",4000000.0,Validation,2020
Rare Planet,2015,Kolkata,Technology And Software,Rare Planet sells handicrafts made by local artisans.,"Ranodeep Saha, Vijay Kumar",Venture Catalysts,4000000.0,Validation,2020
Avataa Me,2014,Bangalore,Technology And Software,AVATAAR.ME is a deep-tech 3D AR platform which delivers personalized fashion discovery experience to users on mobile devices.,Gaurav Baid,Sequoia Capital India,7000000.0,Early Traction,2020
MikeLegal,2017,Gurugram,Human Resources And Consultancy,MikeLegal is an AI powered legal associate that aims to build an ecosystem of legal tools,"Tushar Bhargava, Anshul Gupta","SOSV, Artesian",4000000.0,Validation,2020
Miko,2015,Mumbai,Technology And Software,"Miko is an advanced robotics startup founded by three IIT Bombay post-graduates on the pillars of robotics, AI & IoT.","Chintan Raikar, Prashant Iyengar, Sneh Vaswani","Stride Ventures, YourNest Venture Capital",3000000.0,Early Traction,2020
Razorpay,2014,Bangalore,Finance And Technology,"Razorpay is a platform that enables businesses to accept, process, and disburse payments.","Harshil Mathur, Shashank Kumar","Tiger Global Management, Sequoia Capital India",100000000.0,Scaling,2020
Ninjacart,2015,Bangalore,Consumer Goods And Services,"Ninjacart is a business-to-business fresh produce supply chain that connects farmers, manufactures, and brands to retailers directly.","Ashutosh Vikram, Kartheeswaran K K, Sharath Loganathan, Thiru Nagarajan, Thirukumaran Nagarajan, Vasu Devan","Syngenta Ventures, Walmart",30000000.0,Equity,2020
Wow! Momo,2008,Kolkata,Consumer Goods And Services,Wow! Momo is a chain of fast-food restaurants that specializes in momos.,"Binod Kumar Homagai, Sagar Daryani, Shah Miftaur Rahman","Tiger Global Management, William Bissell",5000000.0,Debt,2020
Pepper Content,2017,Mumbai,Marketing And Advertising,Pepper Content is a Content-Mediation Platform that connects talented writers to organisations that require content.,"Anirudh Singla, Rishabh Shekhar","Alok Mittal, Manan Maheshwari",4200000.0,Early Traction,2020
LIVSPACE,2014,Bangalore,Real Estate And Housing,"Livspace is an interior design startup that offers a platform that connects people to designers, services, and products.","Anuj Srivastava, Ramakant Sharma, Shagufta Anurag","Mercer Investments, Bessemer Venture Partners",4000000.0,Debt,2020
Acculi Labs,2017,Bangalore,Healthcare And Health Technology,Acculi Labs is a clinical grade smartphone based diagnostic tool,"HariPrasath M., Rupam Das",Startup Basket.,600000.0,Validation,2020
Unnati,2017,Noida,Agriculture And Technology,A helping hand to the farming community through Artificial Intelligence,"Amit Sinha, Ashok Prasad",NABVENTURES,1700000.0,Validation,2020
Disprz,2015,Chennai,Education And Learning,"Disprz is a one-of-its-kind “knowledge-tech” start-up that strives to make people knowledgeable, productive and smarter at what they do.","Kuljit Chadha, Subramanian Viswanathan","Xseed Partners, InnoVen Capital",1600000.0,Early Traction,2020
Credit Wise Capital,1994,Mumbai,Finance And Technology,CreditWise Capital is a consumer finance company.,"Hirak Joshi, Aalesh Avlani",Venture Catalysts,6000000.0,Validation,2020
Winuall,2019,Bangalore,Education And Learning,"Winuall specializes in the fields of E-learning, online quizzes, and tests, study material for competitive exams.","Ashwini Purohit, MS Chouhan","Amit Lakhotia, Akash Gehani",2000000.0,Debt,2020
Genrobotics,2015,Trivandrum,Technology And Software,GenRobotic specializes in powered robotic exoskeletons with RC controlled humanoid robotic systems and Artificial Intelligence.,"Arun George, Nikhil NP, Rashid Bin Abdulla, Vimal Govind MK",Unicorn India Ventures,300000.0,Debt,2020
Livve,2015,Cochin,Real Estate And Housing,An online platform where both owners and tenants find help in making sure their rental transaction are safe and secure.,Maya Lakshman,Not filled,1500000.0,Validation,2020
Ergos,2012,Samastipur,Agriculture And Technology,Ergos is building an integrated supply chain by setting up micro warehouses.,"Kishor Kumar Jha, Praveen Kumar","Aavishkaar Venture Capital, Chiratae Ventures",5000000.0,Early Traction,2020
Krishitantra,2017,Hyderabad,Agriculture And Technology,Krishi-Tantra is an Agri-IoT startup building farm automation for controlled agricultural environment.,"Sandeep Kondaji, Vishnuprasada Bhat, Anand Bellan Raman","NABVENTURES, Omnivore",1000000.0,Validation,2020
PakkaProfile,2019,Bangalore,Technology And Software,"PakkaProfile bridges the gap between companies and the workforce by making better, unbiased decisions with the help of psychometric games","Nagmanjunath Shivakumar, Savio Sebastian",Java Capital,4000000.0,Validation,2020
Unocoin,2013,Tumkur,Finance And Technology,"Unocoin is an Indian bitcoin processor that enables users to buy, sell, store, use, and accept bitcoins.","Abhinand Kaseti, Harish B V, Sathvik Vishwanath, Sunny Ray","Digital Finance Group, FundersClub",4000000.0,Early Traction,2020
Pesto,2017,New Delhi,Education And Learning,Pesto is a career accelerator for software engineers with the mission to take opportunities to places where talent exists.,"Andrew Linfoot, Ayush Jaiswal","Sriharsha Majety, Rahul Jaimini",4000000.0,Debt,2020
NirogStreet,2016,Gurugram,Healthcare And Health Technology,NirogStreet is an Ayurvedic doctor discovery and appointment booking platform where patients can easily find doctors and fix consultation.,Ram N Kumar,"Wavemaker Partners, Subho Ray",2000000.0,Validation,2020
Bambrew,2018,Bangalore,Technology And Software,Bambrew is an online shop for reusable bamboo straws.,Vaibhav Anant,Upsparks,4000000.0,Ideation,2020
Treebo Hotels,2015,Bangalore,Consumer Goods And Services,"Treebo is India's tech-enabled, asset-light affordable accommodation brand.","Kadam Jeet Jain, Rahul Chaudhary, Sidharth Gupta","Ramesh Mangaleswaran, Saikiran Krishnamurthy",6000000.0,Debt,2020
GPS Renewables,2010,Bangalore,Energy And Environment,To solve the urban waste problem by utilising local technologies and business models.,"Mainak, Sreekrishna","Triodos, Caspian",3000000.0,Early Traction,2020
Public,2019,New Delhi,Media And Entertainment,Video-led social app Public provides users with a platform to share and view important hyperlocal videos,Azhar Iqubal,"Lee Fixel's Addition, SIG Global, Tanglin Venture Partners",30000000.0,Equity,2020
Legal Salah,2015,Kolkata,Human Resources And Consultancy,Legal Salah is bringing the provision of imparting value based legal and consultancy services to the user.,CA Abhinit Singh,I2I Capitals,1000000.0,Validation,2020
FanPlay,2018,New Delhi,Consumer Goods And Services,FanPlay Technologies operates as a real-money gaming startup.,"Bharat Gupta, Pritesh Kumar","Core91 Fund, Anupam Mittal",4000000.0,Validation,2020
ECOSTP,2017,Bangalore,Technology And Software,Eco friendly zero power zero maintenance sewage treatment plant in India.,"Simar Kohli, Tharun Kumar, Praseed KK",Terwilliger Centre,19000000.0,Equity,2020
Reliance Retail Ventures,2006,Mumbai,E-Commerce And Retail,"Reliance Retail offers online shopping and a chain of neighborhood stores, supermarkets, and wholesale/specialty stores.",Mukesh Ambani,"General Atlantic, Kohlberg Kravis Roberts",800000000.0,Scaling,2020
AgroWave,2017,Gurugram,Agriculture And Technology,Agrowave engages in transforming agriculture supply chain by connecting farms to businesses.,Anu Meena,Sekhar Puli,500000.0,Debt,2020
Sapio Analytics,2018,Mumbai,Technology And Software,Sapio Analytics provides AI-powered policymaking solutions for government institutions.,"Ashwin Srivastava, Hardik Somani",Not filled,150000.0,Debt,2020
Avanse Financial Services,2012,Mumbai,Finance And Technology,"Avanse, regulated by the Reserve Bank of India, is an education finance company that operates as a non-banking finance company (NBFC).",Amit Gainda,International Finance Corporation,15000000.0,Equity,2020
Industry Buying,2013,New Delhi,E-Commerce And Retail,India's largest industrial ecommerce platform,"Rahul Gupta, Swati Gupta","BlackSoil, BEENEXT",15000000.0,Equity,2020
Hopscotch,2011,Mumbai,E-Commerce And Retail,"Hopscotch provides an insider access to international brands for babies, kids, and moms.",Rahul Anand,"Marc Lore, Rise Capital",25000000.0,Equity,2020
Pristyn Care,2018,Gurugram,Healthcare And Health Technology,Pristyn Care is Health Care Startup that is disrupting Day Care Procedures.,Harsimarbir (Harsh) Singh,"Sequoia Capital India, Hummingbird Ventures",11000000.0,Equity,2020
WoodenStreet,2015,Rajasthan,Real Estate And Housing,Wooden Street is a online furniture platform that provides custom made & ready to order furniture.,"Dinesh Pratap, Lokendra Ranawat, Vikas Baheti, Virendra Ranawat","IAN Fund, Rajasthan Venture Capital Fund",1000000.0,Debt,2020
ACKO,2016,Mumbai,Finance And Technology,Acko General Insurance is a private sector general insurance company in India.,"Ruchi Deepak, Varun Dua","RPS Ventures, Intact Ventures",60000000.0,Equity,2020
Farmers Fresh Zone,2015,Kochi,Agriculture And Technology,FarmersFZ is an online venture for fresh and safe vegetables and agri products.,Pradeep PS,"Artha India Ventures, Nagaraja Prakasam",470000.0,Debt,2020
Invento,2016,Bangalore,Technology And Software,Invento Robotics specializes in developing service robots intended for customer interactions.,"Balaji Viswanathan, Bharat Kumar, Mahalakshmi Radhakrishnan","Chiripal Group, Ratish Kumar Nair",4000000.0,Debt,2020
Infurnia,2014,Bangalore,Technology And Software,Infurnia Technologies is an eponymous cloud-based architecture design software platform.,"Lovepreet Mann, Nikhil Kumar, Parul Jain","Pallav Nadhani, Idein Ventures",240000.0,Debt,2020
AnalytIQSports's SuperCric,2019,Bangalore,Technology And Software,SuperCric is India's first strategy Cricket Manager simulation game,"Suhail Chandhok, Arvind Sivdas, Dhanya Param",Not filled,4000000.0,Debt,2020
GenieTalk,2016,Indore,Technology And Software,GenieTalk as a virtual assistant uses AI to bring conversation commerce with a personalised experience on the app.,"Santosh Kataria, Ankit Kimtee, Vivek Jain",Not filled,750000.0,Debt,2020
Classplus,2018,Noida,Education And Learning,Classplus offers a mobile-first SaaS platform for 3000+ tutors to offer their curriculum and operations completely online.,"Bhaswat Agarwal, Bikash Dash, Mukul Rustagi, Vatsal Rustagi","Spiral Ventures, Surge",10000000.0,Equity,2020
Mobile Premier League,2018,Bangalore,Technology And Software,Mobile Premier League(MPL) is a skill based E-Sports platform where you can play your favourite mobile games,"Sai Srinivas Kiran G, Shubham Malhotra","Sequoia Capital India, Times Internet",74000000.0,Equity,2020
Fourth Partner Energy,2010,Hyderabad,Energy And Environment,Fourth Partner Energy provides turnkey rooftop solar energy solutions for customers in India.,"Saif Dhorajiwala, Vikas saluguti, Vivek Subramanian","responsAbility, Grameen Impact India (GIII)",16000000.0,Equity,2020
Flipkart,2007,Bangalore,E-Commerce And Retail,Flipkart is an e-commerce marketplace that offers over 30 million products cross 70+ categories.,"Binny Bansal, Sachin Bansal","Tencent Holdings, Walmart",62000000.0,Equity,2020
Vivriti Capital,2017,Chennai,Finance And Technology,Vivriti Capital is a marketplace for small enterprises and individuals that lack efficient access to financial services.,"Aniket Deshpande, Gaurav Kumar, Irfan Mohammed, Soumendra Ghosh, Vineet Sukumar","Aspada, Creation Investments Capital Management, LLC",1000000.0,Debt,2020
InsuranceDekho,2017,Ludhiana,Finance And Technology,The funding for branding and marketing activities as well as strengthening the product and technology teams,Ankit Agrawal,GirnarSoft,20000000.0,Equity,2020
BestDoc,2016,Kochi,Healthcare And Health Technology,An Intelligent Patient Relationship Management (PRM) system for hospitals and other healthcare providers in India.,"Afsal Salu, Fayaz Bin Abdu, Soudabi",Not filled,2100000.0,Debt,2020
Byju’s,2011,Bangalore,Education And Learning,An Indian educational technology and online tutoring firm,Byju Raveendran,"Owl Ventures, Tiger Global Management",500000000.0,Scaling,2020
Melorra,2015,Bangalore,E-Commerce And Retail,Melorra is an operator of an online jewelry store that is used to offer contemporary jewelry.,"Krishna Kumar, Saroja Yeramilli","Jamshed Jeejeebhoy, Symphony International Holdings",12500000.0,Equity,2020
Inflexor Ventures,2020,Mumbai,Finance And Technology,Experienced Venture Capital-General Partner focused on Technology investments.,"Parampara Capital, Venkat Vallabhaneni, Jatin Desai",Not filled,10000000.0,Equity,2020
Pandorum,2011,Bangalore,Technology And Software,A Bangalore based biotechnology company with focus on tissue engineering and regenerative medicine.,Tuhin Bhowmick,"021 Capital, Karnataka Information Technology Venture Capital Fund",5060000.0,Debt,2020
SpeakIn,2018,Noida,Social Networking,"AI-enabled network of speakers and thought leaders, aka. experts",Deepshikha Kumar,Homage Ventures.,4000000.0,Debt,2020
LetsUp,2015,Mumbai,Media And Entertainment,"Provides News, Jobs, Information & Entertainment on WhatsApp, Absolutely free",Suhas raikar,Not filled,4000000.0,Debt,2020
Newsreach,2018,Gujarat,Media And Entertainment,NewsReach India offers partner publications a digital footprint,"Darshan Shah, Soniya Kundnani",Mumbai Angels,4000000.0,Debt,2020
Dream11,2008,Mumbai,Technology And Software,Dream11 is India’s Biggest Sports Game with 30 million+ users playing Fantasy Cricket,"Bhavit Sheth, Harsh Jain","Steadview Capital, Tencent Holdings",225000000.0,Scaling,2020
SignalX,2018,Hyderabad,Technology And Software,"An AI-powered SaaS platform for corporate risk and due diligence for a comprehensive financial, legal, regulatory, and reputational risk analysis",Govind Balachandran,Not filled,750000.0,Debt,2020
JetSynthesys,2012,Mumbai,Technology And Software,Gaming and entertainment startup,Rajan Navani,"Adar C. Poonawalla, Kris Gopalakrishnan",40000000.0,Equity,2020
Vesta Space Technology,2018,Pune,Technology And Software,VestaSpace Technology specialises in making small satellite platforms for commercial and scientific applications.,Arun Kumar Sureban,Not filled,10000000.0,Equity,2020
Dozee,2015,Bangalore,Healthcare And Health Technology,Dozee offers health and wellness monitoring products.,Gaurav Parchani,Not filled,1600000.0,Debt,2020
Rebel Foods,2011,Pune,Consumer Goods And Services,"Known for its larger brands – Faasos, Behrouz Biryani, Oven story and Mandarin","Jaydeep Barman, Kallol Banerjee",Coatue Management,50000000.0,Equity,2020
Nykaa,2012,Mumbai,Fashion And Apparel,Cosmetics & beauty products online,Falguni Nayar,Steadview Capital,24700000.0,Equity,2020
Ketto,2012,Mumbai,Finance And Technology,"Crowdfunding, Charity, E-commerce","Varun Sheth, Kunal Kapoor","Mumbai Angels, Redcliffe Capital",7700000.0,Equity,2020
Suryoday,2008,Mumbai,Finance And Technology,Banks that extends two distinct fixed deposit schemes,R. Baskar Babu,"Gaja Capital, Kotak Life, Lok Capital",800000.0,Debt,2020
SucSEED,2016,Hyderabad,Finance And Technology,Venture Partners,Vikrant Varshney,"DR. Moti Vyas, Udit Goyal",1300000.0,Debt,2020
Unacademy,2015,Bangalore,Education And Learning,Unacademy is an Indian online education technology company,"Gaurav Munjal, ?Roman Saini?","Nexus Venture Partners, Sequoia Capital",150000000.0,Scaling,2020
Strata,2019,Bangalore,Real Estate And Housing,"Commercial Real Estate, Commercial Property Investment, Best Long Term Investments","Lodha, Priyanka Rathore","Propstack, SAIF Partners",19067328.0,Equity,2020
3one4 Capital,2016,Bangalore,Finance And Technology,Use transformative capital and a deep involvement strategy to help Indian entrepreneurs,"Pranav Pai, Siddarth Pai",Not filled,100000000.0,Equity,2020
WE-Hub,2018,Hyderabad,Entrepreneurship And Business Incubation,WE HUB is the first-of-its-kind and only State-run platform for Women Entrepreneurs.,Deepthi Ravula,Not filled,4000000.0,Debt,2020
Zomato,2008,Haryana,Consumer Goods And Services,Get online food delivery from restaurants near you,"Deepinder Goyal, Pankaj Chaddah","MacRitchie Investments, Baillie Gifford",62000000.0,Equity,2020
Vicara,2017,Bangalore,Technology And Software,A deep tech startup pioneering in motion-based interfaces and insights.,"Abhishek Satish, Adarsh Warrier",Not filled,4000000.0,Debt,2020
Gaana,2010,Gurugram,Technology And Software,Gaana is a commercial music streaming service providing free and licensed music.,Pawan Agarwal,"Tencent Holdings, Times Internet",51000000.0,Equity,2020
EM3 Agri,2013,Noida,Agriculture And Technology,A pioneering organization in the farming-as-a service (FaaS) space,"Rohtash Mal CMD, Adwitiya","Global Innovation Fund, Soros Economic Development Fund",1000000.0,Debt,2020
Plum,2013,Thane,Consumer Goods And Services,"Shampoos, Conditioner & Hair Mask For Healthy, Happy Hair",Shankar Prasad,"Ronald Conway, Bay Partners",115000.0,Debt,2020
Odwen,2018,Noida,Technology And Software,India's first do-it-yourself warehouse management system.,Vijay Anand Bhagavatula,Prospect Partners.,54000.0,Debt,2020
Fasal,2018,Bangalore,Agriculture And Technology,Captures real-time data on crop growth conditions using on-farm sensors and delivers advisories to farmers in Indian languages,"Ananda Prakash Verma, Shailendra Tiwari","Omnivore, Zeroth.AI",20000.0,Debt,2020
Trukky,2015,Ahmedabad,Transport And Logistics,"Transportation, logistics services & cargo services.","Saswat Sahu, Rishi Raj",Mumbai Angels.,4000000.0,Debt,2020
BankBazaar,2008,Chennai,Finance And Technology,Check your latest Credit Score and get your Credit Report online in India for Free,"Adhil Shetty, Arjun Shetty, Rati Shetty","Ramesh Srinivasan, Amazon",9000000.0,Equity,2020
Specsmakers,2011,Chennai,Fashion And Apparel,"A leader in crafting stylish, high-quality, eyewear at affordable prices.",Pratik Shah,Eight Roads Ventures,3000000.0,Debt,2020
Grinntech,2013,Dehradun,Automotive,"Grinntech has a range of Lithium-ion batteries which sets new standards in Electrical safety, Energy density, Durability","Nikhilesh Mishra, Puneet Jain","Ashok Leyland, V Lakshmi Narayanan",2000000.0,Debt,2020
CreditMantri,2012,Chennai,Technology And Software,CreditMantri is a provider of comprehensive Credit Analysis and Credit Improvement programs.,"Ranjit Punja, R Sudarshan, Gowri Mukherjee","Ranjit Punja, R Sudarshan, Gowri Mukherjee",803146.0,Debt,2020
