Company_Brand,Founded,HeadQuarter,Sector,What_it_does,Founders,Investor,Amount,Stage,Year
Lio,2020,Pune,Technology And Software,"Lio is the one app for all data where you can create, keep records and track all the records",Anupam Vijayvergia,"Lightspeed, Sequioa",5000000.0,Validation,2021
TravClan,2018,New Delhi,E-Commerce And Retail,A mission to solve a genuine problem faced by millions of travel entrepreneurs across the world.,"Arun Bagaria, Ashish Thapliyal",TheVentures,2200000.0,Validation,2021
WickedGud,2021,Mumbai,Consumer Goods And Services,A mission to make every day eating guilt-free and change the way the world consumes comfort foods.,Bhuman Dani,"Titan Capital, Archana Priyadarshini, Gaurav Ahuja",340000.0,Ideation,2021
Enercomp,2013,Ahmedabad,Technology And Software,Enercomp Solutions Pvt Ltd provide drone based economically viable solutions for different sectors to improve efficiency and accuracy.,SURESH SHAHDADPURI,ah! Ventures,200000.0,Debt,2021
BetterPlace,2014,Bangalore,Technology And Software,"BetterPlace is India’s largest technology platform delivering digital solutions for blue-collar workforce management, throughout the entire value chain.",Pravin Agarwala,"Jungle Ventures, CX Partners",24000000.0,Scaling,2021
Medpho,2021,Noida,Healthcare And Health Technology,Medpho is a healthcare service provider in India that connects doctors and patients at the click of a call.,Shashank Saini,"Cygnus Medicare Group, Probal Ghoshal, Shuchin Bajaj",1000000.0,Debt,2021
LivQuik Technology,2012,Mumbai,Finance And Technology,LivQuik’s vision is to enable the efficient movement of money.,Mohit Lalvani,M2P Fintech,4000000.0,Debt,2021
EventBeep,2019,Pune,Education And Learning,An inclusive community where students are inspired and empowered to reach their full potential,"Saurabh Mangrulkar, Rakhi Pal, Venkatesh Prasad","SucSEED  Indovation Fund, Uincept, Palimala Ventures",4000000.0,Debt,2021
GTM Buddy,2020,Hyderabad,Technology And Software,Just-in-time Sales Enablement Platform,"Sreedhar Peddineni, Santa Thounaojam, Sundar Vellaichamy, Chandramani Tiwary",Stellaris Venture Partners,2000000.0,Validation,2021
Gobbly,2019,Gurugram,E-Commerce And Retail,A 24x7 automated retail store filled with daily essentials.,"Ankur Agarwal, Amit Ahuja","Anicut Angel Fund, Sauce.VC",900000.0,Validation,2021
HexaHealth,2019,Mumbai,Healthcare And Health Technology,H2D is the most trusted online platform that connects the finest experts with people aspiring to achieve their Health Goals in a holistic way,"Vikas Chauhan, Ankur Gigras, Dr Aman Priya Khanna","Omidyar Network India, Chiratae Ventures",4500000.0,Validation,2021
Eupheus Learning,2017,New Delhi,Education And Learning,Offer pedagogically differentiated technology driven solutions that lead to critical thinking and achievement of higher learning outcomes,"Sarvesh Shrivastava, Ved Prakash Khatri, Amit Kapoor",Lightrock India,10000000.0,Scaling,2021
Easiloan,2020,Mumbai,Finance And Technology,"A Fintech startup, offering fast & easy digital processing of Home Loans in a completely reimagined and delightful way.","Pramod Kathuria, Vishal Dawda",Tomorrow Capital,1000000.0,Debt,2021
Anar,2019,Mumbai,Technology And Software,Anar Business Community App is a platform where businesses can create their free profile and grow their business network all over India.,"Nishank Jain, Sanjay Bhat","Elevation Capital, Accel India",6200000.0,Validation,2021
Shadez,2019,Mumbai,Consumer Goods And Services,"Smart painting process, latest automatic tools and professional painters make the process faster than any other conventional process of painting .","Adarsh Anand, Amit Tiwari",Inflection Point Ventures,200000.0,Validation,2021
Vahan,2016,Bangalore,Technology And Software,"Help companies such as Zomato, Swiggy, Flipkart, Uber, Shadowfax etc. hire blue-collar workers and are on track to become India's largest recruitment platform.",Madhav Krishna,Khosla Ventures,8000000.0,Early Traction,2021
MPL,2018,Bangalore,Media And Entertainment,"Mobile Premier League (MPL), is India’s largest eSports and mobile gaming platform, with over 50+ games on its app on iOS and Android, and over 60 million users in India.","Sai Srinivas Kiran GV, Shubh Malhotra",Legatum Capital,4000000.0,Scaling,2021
Tinkerly,2015,Jaipur,Education And Learning,"A STEM learning online-offline solutions provider that makes STEM learning & Coding fun and interesting with superior pedagogy, blended learning, and play-based curriculum.","O.P. Godara, Vivek Pathak, Kapil Arya, Sharad Bansal",Navneet Education,800000.0,Debt,2021
Godamwale,2016,Mumbai,Transport And Logistics,Godamwale is tech enabled integrated logistics company providing end to end supply chain solutions.,"Basant Kumar, Vivek Tiwari, Ranbir Nandan",Not filled,1000000.0,Debt,2021
Artium Academy,2021,Mumbai,Media And Entertainment,Artium Academy is an Online Music Education platform that makes learning fun and accessible to people of all ages.,"Ashish Joshi, Nithya Sudhir","Sonu Nigam, Whiteboard Capital",750000.0,Validation,2021
Awon GameZ,2020,Noida,Consumer Goods And Services,"An online platform on which developers can host their games and gamers can come together as a community to enjoy experiences, compete, challenge and win!",Amardeep Bajpai,Aditya Duggar,2000000.0,Validation,2021
Ayu Health,2019,Bangalore,Healthcare And Health Technology,Ayu Health is a network of high quality hospitals focused on providing high quality healthcare for all.,"Himesh Joshi, Arijit Gupta, Karan Gupta","Vertex Ventures, Stellaris Venture Partners",6300000.0,Early Traction,2021
Apna,2019,Bangalore,Technology And Software,India's largest professional networking & job opportunities platform for the rising workforce.,Nirmit Parikh,Tiger Global,100000000.0,Scaling,2021
BharatAgri,2017,Bangalore,Agriculture And Technology,Provide personalized farm solution to the farmers. Only app to provide actionable insights based on weather changes.,"Sai Gole, Siddharth Dialani","Omnivore, India Quotient",6500000.0,Early Traction,2021
Flatheads,2018,Bangalore,Technology And Software,Flatheads are an enthusiastic team of young professionals building a retail brand in the casual footwear space.,"Utkarsh Biradar, Ganesh Balakrishnan","We Founder Circle, Dexter Angels",1000000.0,Validation,2021
Boutique Spirit Brands,2016,New Delhi,Consumer Goods And Services,Boutique Spirit Brands is a leading Brand creation & manufacturing company of Branded alcoholic beverages in India.,Rahul Gagerna,"IIFL﻿, ﻿Anicut Angel Fund﻿, ﻿Kae Capital﻿, TradeCred",10000000.0,Equity,2021
eShipz,2019,Bangalore,Technology And Software,Digital Shipping Platform for Creating best Pre & Post Shipping Experiences to Brands and Enterprise Customers. and help grow their business by 5X with automation & cloud technology.,"Shashi S Tripathi, Shivadeep Mahadi, Ajaykumar R","Indian Angel Network, Axilor",700000.0,Debt,2021
Pine Labs,1998,Noida,Technology And Software,A merchant platform company that provides financing and last-mile retail transaction technology to merchants,Amrish Rau,Invesco Developing Markets Fund,100000000.0,Equity,2021
Paytail,2020,New Delhi,Finance And Technology,Paytail is revolutionizing the offline commerce by enabling instant paperless EMI's to consumers,"AMIT CHATURVEDI, Vikas Garg",Cholamandalam,1500000.0,Validation,2021
4Fin,2021,Pune,Finance And Technology,4Fin is a Fintech Platform catering to needs of Smart Bharat.,"Amit Tewary, Ajit Sinha",Curesense Therapeutics,1100000.0,Ideation,2021
Atomberg Technologies,2012,Mumbai,Consumer Goods And Services,A maker of energy-efficient smart fans,"Manoj Meena, Sibabrata Das",Ka Enterprises,4000000.0,Debt,2021
Genext Students,2013,Mumbai,Education And Learning,"LIVE online classes with expert tutors for K-12 for CBSE, ICSE and State Boards.","Ali Asgar Kagzi, Piyush Dhanuka",Navneet Education,4000000.0,Debt,2021
immunitoAI,2020,Bangalore,Technology And Software,Perform Antibody Discovery using Artificial Intelligence.,"Aridni Shah, Trisha Chatterjee",pi Ventures,1000000.0,Validation,2021
GameEon Studios,2013,Mumbai,Consumer Goods And Services,"GameEon is based in the sleepless city of Mumbai, India and deals mainly in game development.",Nikhil Malankar,Mumbai Angels Network,320000.0,Debt,2021
Farmers Fresh Zone,2015,Kochi,Agriculture And Technology,D2C Health and Wellness Brand for Fresh and Safe Fruits and Vegetables from farmers through traceable Supply Chain,Pradeep PS,"IAN Fund, Malabar Angel Network, Native Angel Network",800000.0,Validation,2021
Anveshan,2019,Bangalore,E-Commerce And Retail,Revolutionizing the food industry through technology by providing high-quality traceable food products,"Aayushi Khandelwal, Akhil Kansal, Kuldeep Parewa","DSG Consumer Partners, Titan Capital",500000.0,Validation,2021
OckyPocky,2015,Gurugram,Education And Learning,OckyPocky is India's 1st interactive English learning app for preschool kids.,Amit Agrawal,"Sujeet Kumar, SucSEED Indovation Fund",4000000.0,Validation,2021
Coutloot,2016,Mumbai,Consumer Goods And Services,"Empowering local markets to sell online socially, our mission is to bring 25M sellers online by 2023","Mahima Kaul, Jasmeet Thind","Ameba Capital, 9Unicorns",8000000.0,Validation,2021
Nova Benefits,2020,Bangalore,Healthcare And Health Technology,Nova Benefits is the one stop tech platform for providing the best health and wellness benefits to employees.,"Saransh Garg, Yash Gupta","Susquehanna International Group, Bessemer Venture Partners",10000000.0,Early Traction,2021
HomeLane,2014,Bangalore,Real Estate And Housing,"Tech-empowered teams have delivered over 20,000 homes across 16 cities over the last 7 years.",Srikanth Iyer,"IIFL AMC, Oman India Joint Investment Fund",50000000.0,Scaling,2021
Lido Learning,2019,Mumbai,Education And Learning,LIDO is an  ed-tech company revolutionizing formal classroom education through a unique and immersive online classroom for every child in India.,Sahil Sheth,Unilazer Ventures,10000000.0,Equity,2021
Jar,2021,Bangalore,Finance And Technology,A daily gold-savings app that saves spare change & auto-invests.,"Nishchay AG, Misbah Ashraf","Tribe Capital, Arkam Ventures, WEH, Kunal Shah",4500000.0,Validation,2021
Peppermint,2019,Pune,Technology Solutions For Industry,Intelligent Housekeeping Robots for public and working spaces,"Runal Dahiwade, Miraj C Vora","Venture Catalysts, Indian Angel Network",600000.0,Debt,2021
Codingal,2020,Bangalore,Education And Learning,Codingal is on a mission to inspire school kids to fall in love with coding. Backed by Y Combinator!,"Vivek Prakash, Satyam Baranwal",Not filled,1200000.0,Validation,2021
Skit,2016,Bangalore,Technology And Software,Enabling enterprises to automate their contact centre operations using Voice AI.,"Sourabh Gupta, Akshay Deshraj",Westbridge Capital,23000000.0,Scaling,2021
REVOS,2017,Bangalore,Automotive,REVOS is a smart mobility platform that empowers all 2 and 3 wheeler vehicles through AI-integrated IoT  solutions,"Mohit Yadav, Jyotrian Jan Harichandran",Not filled,4000000.0,Early Traction,2021
Dezerv.,2021,Mumbai,Finance And Technology,"Integrated Portfolios designed by experts with decades of investing, Unique access to pre-IPO and startup investing","Sandeep Jethwani, Vaibhav Porwal, Sahil Contractor","Elevation Capital, Matrix Partners India",7000000.0,Validation,2021
AppsForBharat,2020,Bangalore,E-Commerce And Retail,"A mission to assist a billion Indians in their spiritual journey, through a range of products & services",Prashant Sachan,Elevation Capital,10000000.0,Early Traction,2021
Habbit,2020,Bangalore,Education And Learning,Habbit is online learning community for anyone looking to get mentored in a skill or hobby of their choice.,"Somnath Sandeep, Raghav Goyal",Ashok Goyal,320000.0,Ideation,2021
Bikayi,2019,Hyderabad,E-Commerce And Retail,Empowering SMBs in India,"Sonakshi Nathani, Ashutosh Singla",Sequoia Capital India,10000000.0,Early Traction,2021
Sugar.fit,2021,Bangalore,Healthcare And Health Technology,"Innovative technology, compassionate diabetes experts and personalised plans, which will help lead a normal life once more.","Shivtosh Kumar, Madan Somasundaram","Cure.fit, Endiya Partners, Tanglin Venture",10000000.0,Equity,2021
Dukaan,2020,Bangalore,E-Commerce And Retail,"Help forward thinking entrepreneurs by providing them the platform to start, grow, and manage their business online.","Suumit Shah, Subhash Choudhary","HOF Capital, Old Well Ventures, LetsVenture, 9Unicorns",11000000.0,Early Traction,2021
Vidyakul,2017,Gurugram,Education And Learning,Vidyakul is a group of academic experts.,"Tarun Saini, Gaurav Singhvi",We Founder Circle,500000.0,Validation,2021
Goodmylk,2015,Bangalore,Consumer Goods And Services,Make plant-based food affordable and accessible in India.,Abhay Rangan,"Jinisha Sharma, Aditya Agarwal, Victoria, Abhishek Shroff",1000000.0,Validation,2021
Fieldproxy,2016,Chennai,Technology And Software,Fieldproxy is a no-code platform that helps field servicing companies digitize their processes to better manage their on-ground technicians,"Swaroop Vijayakumar, Balakrishna B","LetsVenture, 2am VC, magic.fund",200000.0,Validation,2021
NeuroPixel.AI,2020,Bangalore,Technology And Software,NeuroPixel.AI Labs is a deep tech start-up that works in application of advanced AI/ML and statistical learning theory in Computer Vision and Image Processing area for online retail storefronts.,Not filled,"Arvind Venugopal Nair, Amritendu Mukherjee",800000.0,Validation,2021
Elixia Tech Solutions,2011,Mumbai,Technology And Software,End to End Logistics Automation Expert,Sanket Sheth,Rajasthan Venture Capital Fund,1000000.0,Validation,2021
bitsCrunch,2020,Chennai,Finance And Technology,A consulting firm focused mainly on Data Analytics and DevOps.,Saravanan Jaichandaran,"Covalent, Double Peak, GenBlock Capital, Ledger Prime, MEXC Global, Synaps",700000.0,Validation,2021
Prolgae,2016,The Nilgiris,Technology And Software,Prolgae Spirulina Supplies Pvt. Ltd. is a Nordic-India joint operating company.,Aakas Sadasivam,Vijayan,200000.0,Validation,2021
Biddano,2016,Pune,Healthcare And Health Technology,India's first tech-enabled healthcare logistics platform.,"Talha Shaikh, Ashok Yadav","Gokul Rajaram, JPIN, Venture Catalysts UK, AngelList",2000000.0,Validation,2021
Geniemode,2021,Gurugram,E-Commerce And Retail,"Transforming global sourcing for retailers & suppliers in furniture, hard goods & fashion industry using technology.","Amit Sharma, Tanuj Gangwani",Info Edge Ventures,2000000.0,Debt,2021
Sapio Analytics,2019,Mumbai,Technology And Software,Sapio helps government create policies driven by the power of data and AI.,"Hardik Somani, Ashwin Srivastava, Shripal Jain, Viral Vora","Rachit Poddar, Rajesh Gupta",4000000.0,Debt,2021
Neokred,2019,Bangalore,Finance And Technology,Democratizing Open Banking,"Tarun Nazare, Rohith Reji","Virenxia Group, Rajesh Jain, Nitin Agarwal",500000.0,Validation,2021
Delhivery,2011,Gurugram,Transport And Logistics,Delhivery is a leading logistics and supply chain services company in India.,Sahil Barua,Addition,76000000.0,Scaling,2021
Flipspaces,2011,Mumbai,Real Estate And Housing,"Flipspaces is a global tech-enabled venture towards discovery, design and delivery of commercial and residential spaces",Kunal Sharma,Prashasta Seth,2000000.0,Early Traction,2021
Fleek,2021,Bangalore,Technology And Software,Fleek helps track & manage subscriptions in one place.,"Aditya Uttaravalli, Arvind Eashwar",Axilor,1000000.0,Validation,2021
GoKwik,2020,New Delhi,Technology And Software,GoKwik is a platform for solving shopping experience problems on e-commerce websites on the internet.,"Ankush Talwar, Chirag Taneja, Vivek Bajpai","Matrix Partners India, Jitendra Gupta, RTP Global",5000000.0,Validation,2021
Proeon,2018,Pune,E-Commerce And Retail,"Innovating plant protein ingredients with superior nutrition, sensory and functional profiles from farm to formulation.","Ashish Korde, Kevin Parekh","Shaival Desai, Flowstate Ventures",2000000.0,Validation,2021
InfyU Labs,2019,Gandhinagar,Agriculture And Technology,InfyU Labs is a team of dedicated professionals from various fields of engineering with a common goal of making chemical-free fruits and vegetables accessible to everyone.,"Amit Srivastava, Ankit Chauhan",IAN,200000.0,Validation,2021
TechEagle,2015,Gurugram,Defence And Aviation,"Safe, secure & reliable On-Demand Drone delivery network for medical, parcel & essential items",Vikram Singh Meena,India Accelerator,500000.0,Validation,2021
Voxelgrids,2017,Bangalore,Technology And Software,"Voxelgrids is an Magnetic Resonance Imaging technology startup that is based out of Bengaluru, Karnataka, India.",Arjun Arunachalam,Zoho,5000000.0,Debt,2021
Cogos Technologies,2016,Bangalore,Transport And Logistics,A smart-tech-enabled platform offering a one-stop destination for all the intra-city link-supply chain.,Prasad Sreeram,Transworld Group,2000000.0,Validation,2021
Gigforce,2019,Gurugram,Human Resources And Consultancy,A gig/on-demand staffing company.,"Chirag Mittal, Anirudh Syal",Endiya Partners,3000000.0,Validation,2021
Vahdam,2015,New Delhi,Consumer Goods And Services,VAHDAM is among the world’s first vertically integrated online-first tea brands.,Bala Sarda,IIFL AMC,20000000.0,Scaling,2021
Leap Finance,2019,Bangalore,Finance And Technology,International education loans for high potential students.,"Arnav Kumar, Vaibhav Singh",Owl Ventures,55000000.0,Scaling,2021
CollegeDekho,2015,Gurugram,Education And Learning,"Collegedekho.com is Student’s Partner, Friend & Confidante, To Help Him Take a Decision and Move On to His Career Goals.",Ruchir Arora,"Winter Capital, ETS, Man Capital",26000000.0,Scaling,2021
WeRize,2019,Bangalore,Finance And Technology,India’s first socially distributed full stack financial services platform for small town India,"Vishal Chopra, Himanshu Gupta","3one4 Capital, Kalaari Capital",8000000.0,Early Traction,2021
Aqgromalin,2019,Chennai,Agriculture And Technology,Cultivating Ideas for Profit,"Prasanna Manogaran, Bharani C L",Angel investors,200000.0,Debt,2020
Krayonnz,2019,Bangalore,Education And Learning,An academy-guardian-scholar centric ecosystem which provides state of the art technological solutions.,"Saurabh Dixit, Gurudutt Upadhyay",GSF Accelerator,100000.0,Ideation,2020
PadCare Labs,2018,Pune,Healthcare And Health Technology,Converting bio-hazardous waste to harmless waste,Ajinkya Dhariya,Venture Center,4000000.0,Ideation,2020
NCOME,2020,New Delhi,Finance And Technology,Escrow-as-a-service platform,Ritesh Tiwari,"Venture Catalysts, PointOne Capital",400000.0,Debt,2020
Gramophone,2016,Indore,Agriculture And Technology,Gramophone is an AgTech platform enabling access to agri inputs and powering efficient farm management.,"Ashish Rajan Singh, Harshit Gupta, Nishant Mahatre, Tauseef Khan","Siana Capital Management, Info Edge",340000.0,Debt,2020
qZense,2019,Bangalore,Agriculture And Technology,qZense Labs is building the next-generation IoT solution for fresh food quality assessment and management.,"Rubal Chib, Dr Srishti Batra","Venture Catalysts, 9Unicorns Accelerator Fund",600000.0,Validation,2020
MyClassboard,2008,Hyderabad,Education And Learning,MyClassboard is a full-fledged School / College Management Software.,Ajay Sakhamuri,ICICI Bank.,600000.0,Validation,2020
Metvy,2018,Gurgaon,Social Networking,AI driven networking platform for individuals and organisations which aims to provided a seamless end to end networking experience.,Shawrya Mehrotra,HostelFund,4000000.0,Validation,2020
Rupeek,2015,Bangalore,Finance And Technology,"Rupeek is an online lending platform that specializes in credit risk, gold loans, and personal loans.","Amar Prabhu, Ashwin Soni, Sumit Maniyar","KB Investment, Bertelsmann India Investments",45000000.0,Scaling,2020
Gig India,2017,Pune,Human Resources And Consultancy,GigIndia is a marketplace that provides on-demand work completion for companies through a gig workforce of jobseekers.,"Aditya Shirole, Sahil Sharma","Shantanu Deshpande, Subramaniam Ramadorai",1000000.0,Validation,2020
Slurrp Farm,2016,Gurgaon,Consumer Goods And Services,Slurrp Farm is a children health food brand.,Meghana Narayan,Fireside Ventures,2000000.0,Early Traction,2020
Medfin,2017,Bangalore,Healthcare And Health Technology,Medfin is a Discovery platform for medical procedures and financing.,"Arjun Kumar, Arun Kumar, Sidharth Gurjar","Axilor Ventures, S.D. Shibulal",4000000.0,Early Traction,2020
MasterG,2015,New Delhi,Technology And Software,MasterG is a design and skill development organisation.,Gayatri Jolly,Acumen Fund's angel programme,4000000.0,Debt,2020
Brila 91,2014,New Delhi,Consumer Goods And Services,Bira 91 is a craft beer company.,Ankur Jain,"Sequoia Capital India, Sixth Sense Ventures",1200000.0,Debt,2020
FoodyBuddy,2015,Belgaum,Consumer Goods And Services,FoodyBuddy is a online food delivery portal,"Akil Sethuraman, Anup Gopinath, Rachna Rao",Rebel Foods,600000.0,Debt,2020
Zomato,2008,Gurgaon,Consumer Goods And Services,Zomato is a food delivery and restaurant discovery site that provides information and reviews about restaurants,"Deepinder Goyal, Gaurav Gupta, Pankaj Chaddah","Kora, Tiger Global Management",660000000.0,Scaling,2020
OurEye.ai,2020,Bangalore,Technology And Software,"Video intelligence solution for Enterprise Standard Operating Procedures Monitoring and Quality Control, leveraging CCTV infrastructure.","Miran Junaidi, Saurabh Ghanekar, Sourav Sanyal","100X VC, Amara Ventures",120000.0,Debt,2020
Shiprocket,2017,New Delhi,E-Commerce And Retail,Shiprocket helps online retailers simplify their shipping by providing a delightful post purchase experience to their consumers.,"Gautam Kapoor, Saahil Goel, Vishesh Khurana","Bertelsmann India Investments, InnoVen Capital",7500000.0,Scaling,2020
Pine Labs,1998,Noida,Finance And Technology,A merchant platform company that provides financing and last-mile retail transaction technology to merchants.,Amrish Rau,"Mastercard, Temasek Holdings",4000000.0,Debt,2020
Moneyboxx Finance,2019,New Delhi,Finance And Technology,MONEYBOXX FINANCE LTD is committed to providing easy access to financing to the deserving micro enterprises in the tier 2 and tier 3 cities of India,Prashant Agarwal,"BlackSoil, Caspian",1000000.0,Debt,2020
EWar,2019,Bangalore,Consumer Goods And Services,EWar Games is a e-sports and real-time gaming start-up.,"Parth Chadha, Rahul Singh","Jindal Steels, Jeet Banerjee",4000000.0,Validation,2020
SucSEED Indovation,2016,Hyderabad,Finance And Technology,"SucSEED INDOVATION FACILITATES ACCESS TO CAPITAL FOR DEEP TECH STARTUPS TO INNOVATE, SCALE & GROW",Vikrant Varshney,Not filled,5000000.0,Debt,2020
TaxBuddy.com,2019,Mumbai,Finance And Technology,TaxBuddy for any tax related issues.,Sujit Bangar,Zenith Global,1000000.0,Debt,2020
Awign Enterprises,2016,Bangalore,Human Resources And Consultancy,Operations and manpower outsourcing startup,"Annanya Sarthak, Gurpreet Singh, Praveen Sah","Unitus Ventures, Work10M",500000.0,Debt,2020
Circle of Angels,2018,Gurgaon,Finance And Technology,Circles of Angels aims to solve this issue through the creation of a funding network that makes impact funding accessible to everyone.,Karanpal Singh,Not filled,3000000.0,Debt,2020
CoinDCX,2017,Mumbai,Finance And Technology,CoinDCX is a company that specializes in crypto-enabled financial services.,"Neeraj Khandelwal, Sumit Gupta","Coinbase Ventures, Polychain",10000000.0,Scaling,2020
Glance,2016,Bangalore,Technology And Software,Glance is a screen zero platform that consumers use across connected devices to experience the Internet.,Naveen Tewari,Mithril Capital Management.,145000000.0,Scaling,2020
VerSe Innovation,2007,Bangalore,Technology Solutions For Industry,Owner of Dailyhunt App and I-Pay,Virendra Gupta,Google,100000000.0,Equity,2020
Voosh,2020,Bangalore,Consumer Goods And Services,Building India's largest digital food service brand,Priyam Saraswat,Better Capital,4000000.0,Ideation,2020
Delhivery,2011,Gurgaon,E-Commerce And Retail,Delhivery is a supply chain services company that provides products and services to build trust and improve the lives of consumers.,"Kapil Bharati, Mohit Tandon, Sahil Barua, Suraj Saharan","Steadview Capital, Canada Pension Plan Investment Board",4000000.0,Debt,2020
Arya,1982,Noida,Agriculture And Technology,"""Simplifying Agribusiness"" Throughout Agri-Supply chain, FPO Market Linkages, Market Research, Implementation","Chattanathan Devarajan, Prasanna Rao, Anand Chandra",Quona Capital,21000000.0,Scaling,2020
Pickrr,2015,New Delhi,Transport And Logistics,Pickrr is an on-demand first mile logistics company,"Ankit Kaushik, Gaurav Mangla, Rhitiman Majumder",Swastika,4000000.0,Debt,2020
PhonePe,2015,Andheri,Finance And Technology,PhonePe is a mobile payment application that enables users to transfer money instantly.,"Burzin Engineer, Rahul Chari, Sameer Nigam","Flipkart, Walmart",20000000.0,Equity,2020
Countingwell,2018,Bangalore,Education And Learning,"An interactive Maths app, Countingwell breaks Maths concepts into short, simple modules that get kids learning with the least amount of screen time.",Nirmal Shah,"Delhi Private School, UAE, Interstar",1000000.0,Validation,2020
Callify.ai,2016,Mumbai,Technology And Software,Callify.ai is a Voice-Based Candidate Screening & Engagement platform for Talent Acquisition teams.,"Chetan Indap, Sunny Sharma, Deepanti Kavi",Malpani Ventures,560000.0,Validation,2020
Hudle,2016,New Delhi,Media And Entertainment,Hudle is a sports & fitness discovery & booking platform with 300+ sports venues and sports events/tournaments available for booking.,Suhail Narain,Survam Partners,4000000.0,Validation,2020
Cover it Up,2013,Chennai,E-Commerce And Retail,Online portal that churns out high quality products,Ronak Sarda,Angel investors,400000.0,Validation,2020
BiteSpeed,2019,Gurgaon,E-Commerce And Retail,Chat-based commerce for E-commerce brands,"Vinayak, Kshitij Abhishek, Apoorv Sadana",Whiteboard Capital,275000.0,Validation,2020
WakeFit,2016,Bangalore,E-Commerce And Retail,Wakefitkart is a mattress manufacturing company,"Ankit Garg, Chaitanya Ramalingegowda",Sequoia Capital.,20000000.0,Scaling,2020
Sreyas Holistic Remedies,2008,Hyderabad,Education And Learning,Sreyas Holistic Remedies operates a chain of dermatologist clinics under the brand name of Oliva,Dr Prashant Soma,Blacksoil,1000000.0,Debt,2020
Fleeca India,2016,Jaipur,Automotive,FLEECA is a Tyre Care Provider company.,Tikam Jain,Bridgestone India,4000000.0,Debt,2020
M1xchange,2017,Gurgaon,Finance And Technology,M1 an online exchange for TReDS set up under the approval RBI to facilitate discounting of invoices on a PAN India basis.,Sundeep Mohindru,"BEENEXT, Mayfield Fund",4500000.0,Debt,2020
Exotel,2011,Bangalore,Technology And Software,Exotel provides cloud telephony services such as virtual phone numbers and telephony applications for small and medium enterprises in India.,Shivakumar Ganesan,"A91 Partners, Artha India Ventures",5000000.0,Debt,2020
PagarBook,2019,Bangalore,Technology And Software,"Staff's Salary, Work & Attendance Management Application","Adarsh Kumar, Rupesh Mishra","Sequoia Capital, India Quotient",15000000.0,Early Traction,2020
PointOne Capital,2020,Bangalore,Finance And Technology,Pre-seed/Seed focussed VC investor,Mihir Jha,Not filled,4000000.0,Debt,2020
Ayana,2017,Bangalore,Energy And Environment,Ayana Renewable Power is an Indian renewable energy platform,Shivanand N,"NIIF Ltd, CDC Group",390000000.0,Scaling,2020
Fisdom,2015,Bangalore,Finance And Technology,Fisdom is a fintech company that offers investment advisory services through an application.,"Anand Dalmia, Ramganesh Iyer, Subramanya S.V., Subramanya Venkat","PayU Finance India, Quona Capital",7000000.0,Equity,2020
Tinker Coders,2020,Noida,Education And Learning,Tinker Coder is a LIVE Online Platform through which kids will learn the art of coding,Anoop Gautam,STEMROBO Technologies,4000000.0,Validation,2020
Infinite Uptime,2015,Pune,Technology And Software,The industrial Internet platform that harnesses the power of big data & predictive analytics for data-driven decision making.,Raunak Bhinge,"Infrastructure Leasing & Financial Services Limited, Dorm Room Fund",5100000.0,Scaling,2020
HappyLocate,2016,Bangalore,Technology And Software,"HappyLocate is India's first One Stop Relocation Platform, transforming the way Employee Relocations are managed","Ajay Tiwari, Sainadh Duvvuru",The CoWrks Foundry,500000.0,Validation,2020
PhonePe,2015,New Delhi,Finance And Technology,PhonePe is a mobile payments application that allows the user to transfer money instantly.,"Burzin Engineer, Rahul Chari, Sameer Nigam",Flipkart,700000000.0,Scaling,2020
Loop Health,2017,Pune,Healthcare And Health Technology,Loop Health is bringing ease and choice to patients seeking major medical treatments.,"Mayank Kale, Ryan Singh","Y Combinator, Sierra Ventures",2300000.0,Validation,2020
NeoDocs,2020,Mumbai,Healthcare And Health Technology,Neodocs analyses medical reports and provides personalised health recommendations remotely.,"Anurag Meena, Nikunj Malpani, Pratik Lodha",9Unicorns Accelerator Fund,4000000.0,Ideation,2020
The ePlane,2016,Chennai,Transport And Logistics,Transforming the mobility landscape using aerial transport.,"Satya Chakravarthy, Pranjal Mehta",Speciale Invest,4000000.0,Validation,2020
TagMango,2019,Mumbai,Marketing And Advertising,"TagMango is a marketing and advertising app that helps influencer, and brands to partner with individuals.","Divyanshu Damani, Mohammad Hasan","XRM Media, Kevin Lin",700000.0,Validation,2020
The New Shop,2019,New Delhi,E-Commerce And Retail,The New Shop is a chain of high speed retail stores,"Charak Almast, Aastha Almast, Mani Dev Gyawali",Huddle Accelerator,500000.0,Validation,2020
MobiKwik,2009,Gurgaon,Finance And Technology,"MobiKwik is India’s leading fintech platform, operating businesses in consumer payments, payment gateway, and financial services.","Bipin Singh, Upasana Taku","Hindustan Media Venture, Nicolas Jarrosson",7000000.0,Equity,2020
DebugsBunny,2020,Pune,Education And Learning,DebugsBunny is the best Kids Coding Platform where kids are taught to code online by our expert teachers.,Sumit Sanjay Singare,India Angel Fund,100000.0,Debt,2020
BHIVE Investech,2014,Bangalore,Technology And Software,BHIVE is Bangalore's (India) largest Coworking space that allows entrepreneurs to take their ideas to the next level.,"Monnappa Bayavanda, Prashant Reddy, Ravindra M.K, Ravindra M.K., Shesh Paplikar, Shesh Paplikar, Sridhar Venkataraman",Blume Ventures,1000000.0,Validation,2020
